,team,opponent,goals,total_score,total_count,rank_difference,home
21063,Sweden,Czech Republic,1,710.5,6,5.166666666666664,1
12932,Nepal,Oman,0,34.166666666666664,1,104.0,1
14217,Honduras,Chile,2,719.8333333333335,8,13.833333333333336,1
1500,Bolivia,Saudi Arabia,1,35.0,8,14.6,1
18893,Ethiopia,Nigeria,0,345.08333333333326,6,67.75,0
10926,Denmark,England,4,712.0833333333335,6,7.833333333333334,1
3893,Estonia,Latvia,1,29.3,7,24.200000000000006,1
25079,Dominican Republic,Puerto Rico,0,1030.0,0,-21.333333333333343,1
273,Namibia,Lesotho,0,0.0,0,16.0,0
3298,Indonesia,South Korea,2,17.2,0,121.3,0
847,Dominica,Saint Vincent and the Grenadines,0,0.0,1,0.0,1
19545,North Macedonia,Luxembourg,3,386.66666666666674,5,-31.58333333333333,1
3162,Romania,Iceland,4,53.2,5,-38.5,0
14960,Netherlands,Italy,0,1351.25,5,-1.3333333333333337,0
19827,Philippines,Thailand,0,208.75,4,-18.75,1
12990,Syria,Indonesia,7,258.1666666666667,6,-24.749999999999986,1
11512,Iran,Croatia,2,0.0,4,-20.545454545454547,0
17590,Northern Ireland,Russia,0,347.16666666666674,6,89.0,0
17724,Bulgaria,Denmark,1,434.66666666666674,3,67.08333333333333,1
7457,Zimbabwe,Malawi,2,516.0833333333334,7,-51.08333333333333,0
17998,Jordan,Syria,1,418.83333333333326,6,-50.58333333333333,0
3717,Iran,Maldives,17,0.0,11,-173.9,0
6757,Bahrain,Kuwait,1,359.75,8,45.75,1
20490,Laos,Kuwait,0,94.08333333333331,5,45.83333333333333,1
12793,Cyprus,San Marino,3,440.41666666666674,4,-122.83333333333331,1
11976,Congo,Mali,0,350.1818181818182,7,47.90909090909091,0
16062,Burma,Bangladesh,0,0.0,1,-153.75,1
8717,Colombia,Honduras,0,622.5833333333334,4,-8.416666666666664,0
24029,Isle of Man,Alderney,6,0.0,0,0.0,1
6113,Lebanon,Kyrgyzstan,2,357.08333333333326,0,111.0,0
17001,Zambia,Angola,0,404.91666666666674,8,-12.0,0
20932,Mozambique,Ghana,1,342.5,6,59.16666666666666,0
6339,Ecuador,Argentina,0,494.91666666666674,10,60.33333333333334,0
779,Latvia,Denmark,0,17.4,7,81.2,0
19573,United Arab Emirates,Australia,0,472.66666666666674,9,-4.25,1
25075,Bangladesh,Qatar,0,915.125,5,130.375,0
13592,Cuba,Antigua and Barbuda,4,372.5,6,-41.83333333333333,0
8140,Faroe Islands,Liechtenstein,3,371.45454545454544,4,-32.09090909090908,1
9729,Sweden,Finland,3,681.75,9,-24.75,0
12850,Bosnia and Herzegovina,Greece,2,657.25,4,30.5,0
16618,Brazil,Ghana,1,1267.3333333333333,4,-21.0,1
12400,Spain,Latvia,2,1219.5833333333333,4,-89.91666666666666,0
19017,Ghana,Ethiopia,1,708.9166666666665,9,-72.16666666666666,0
21100,Rwanda,Senegal,0,358.66666666666674,10,57.74999999999999,1
2290,South Korea,Brazil,0,0.0,7,-1.0,1
20146,Georgia,Ukraine,1,222.5,5,103.33333333333334,1
7341,Rhodes,Isle of Man,3,0.0,0,0.0,0
11777,Tunisia,Mauritius,0,749.3636363636364,7,-112.54545454545456,0
418,Benin,Tunisia,1,4.0,0,89.0,0
8132,Egypt,Uganda,2,596.3636363636364,11,-72.45454545454545,1
24696,Andorra,Turkey,0,1086.625,6,100.75,1
24273,Martinique,Trinidad and Tobago,1,0.0,4,-98.625,1
6981,Guyana,Dominica,2,134.66666666666666,1,21.916666666666657,1
24722,Suriname,Nicaragua,2,1054.875,2,9.375,0
21837,Burkina Faso,Ghana,1,704.0,3,-5.416666666666671,1
9109,Qatar,Kuwait,1,504.5,6,-4.25,0
6119,England,Brazil,1,682.1666666666666,6,12.416666666666664,1
11911,Libya,DR Congo,1,425.27272727272725,5,86.27272727272727,1
17287,Liberia,Senegal,1,291.6666666666667,1,49.25,0
24463,Saint Vincent and the Grenadines,Suriname,2,0.0,2,-147.875,1
22169,Martinique,French Guiana,0,0.0,3,0.0,1
2018,Peru,Uruguay,0,29.3,5,39.9,0
14892,Togo,Japan,0,450.08333333333326,3,37.41666666666666,0
8073,Tahiti,New Zealand,0,354.90909090909093,3,52.63636363636364,0
18238,Solomon Islands,Tahiti,0,129.91666666666666,2,18.833333333333343,0
15985,Iran,South Korea,0,0.0,6,0.0,1
15085,Singapore,Iran,1,190.54545454545453,6,126.0,1
22497,Guinea,Tunisia,1,514.75,4,33.583333333333336,1
16568,Romania,Luxembourg,2,567.3333333333334,5,-73.16666666666667,0
1453,Suriname,Haiti,1,13.5,0,-29.10000000000001,1
11538,Singapore,Malaysia,0,345.72727272727275,3,-36.54545454545455,1
13431,Ghana,Libya,3,896.25,3,-65.75,1
10178,Poland,Austria,3,656.25,9,-50.83333333333333,0
15632,Slovakia,Armenia,1,821.2727272727273,6,-62.36363636363637,0
3319,Romania,North Macedonia,3,53.2,5,-72.7,0
19771,Jordan,Estonia,0,477.33333333333326,4,-21.666666666666657,0
23658,Vietnam,Iran,0,1238.75,5,96.75,1
15681,United States,Poland,2,0.0,15,-62.0,1
6404,Malaysia,New Zealand,0,357.75,3,12.0,1
21399,Belgium,Spain,0,1406.916666666667,4,-4.583333333333334,1
13611,Morocco,Rwanda,2,651.3333333333334,5,-55.58333333333334,1
22987,Chinese Taipei,India,0,694.1666666666665,4,29.16666666666667,0
15579,Trinidad and Tobago,Belize,0,370.8181818181818,6,-90.0909090909091,0
18379,Netherlands,Indonesia,3,1119.4166666666667,5,-157.91666666666669,0
1161,Venezuela,Uruguay,0,15.6,0,76.0,0
4615,Antigua and Barbuda,Martinique,5,13.2,5,145.4,1
3566,Guyana,Trinidad and Tobago,0,6.4,2,107.2,0
11661,Guyana,Saint Lucia,2,214.27272727272728,2,136.8181818181818,1
8538,Qatar,Sweden,2,504.5,6,52.75,1
20914,British Virgin Islands,Martinique,0,15.916666666666664,2,201.83333333333331,0
19557,French Guiana,Saint Kitts and Nevis,1,0.0,0,0.0,1
17284,Norway,Croatia,1,780.75,6,16.333333333333336,1
3625,Morocco,Sierra Leone,1,55.1,4,-64.30000000000001,0
2586,China PR,Philippines,7,35.7,2,-106.5,0
22946,South Korea,Honduras,2,0.0,6,-62.33333333333334,1
2194,Peru,Bolivia,4,29.3,2,18.0,1
12013,Brazil,Switzerland,2,1250.6363636363635,9,-23.272727272727273,0
8909,Gotland,Jersey,0,0.0,0,0.0,0
15656,Denmark,Portugal,1,789.9090909090909,4,24.0,0
16030,Mozambique,Botswana,1,329.5833333333333,6,24.0,1
7501,Russia,Faroe Islands,3,650.4166666666666,3,-98.41666666666666,0
9908,Iran,Iraq,2,0.0,5,-43.0,1
6407,Kenya,Egypt,1,376.25,6,72.91666666666666,0
10734,Estonia,Liechtenstein,2,525.0,7,-55.08333333333334,1
13681,Lesotho,Comoros,1,115.66666666666669,6,-37.0,0
6730,Algeria,Namibia,1,491.41666666666674,9,-15.75,1
22324,Malaysia,Burma,0,128.66666666666666,7,164.25,0
14846,United States,Honduras,3,0.0,7,-39.083333333333336,0
21486,Egypt,South Africa,0,632.25,2,-20.333333333333336,0
4229,Botswana,Lesotho,0,10.4,1,18.599999999999994,0
20635,Namibia,Gambia,2,283.0,3,-43.66666666666667,1
5787,Panama,El Salvador,4,299.75,2,32.66666666666666,1
19274,Germany,Armenia,6,1524.333333333333,4,-46.25,1
21180,Moldova,Switzerland,1,157.08333333333334,6,146.66666666666669,0
11054,San Marino,Bosnia and Herzegovina,0,231.5,2,85.66666666666667,0
3277,Kenya,Zanzibar,1,22.2,3,102.0,1
21132,Serbia,Israel,3,607.0,3,-23.00000000000001,1
4895,Cyprus,San Marino,1,36.7,4,-98.4,0
13668,Curaçao,Trinidad and Tobago,0,0.0,0,-87.5,0
13107,Lebanon,China PR,0,169.91666666666666,3,57.41666666666666,0
18744,Jordan,Uzbekistan,1,464.83333333333326,9,16.916666666666664,0
11346,Australia,Bahrain,3,668.6363636363636,4,-36.72727272727273,0
10050,Sweden,Netherlands,2,681.75,5,14.166666666666668,1
8745,Guernsey,Jersey,0,0.0,1,0.0,0
15734,Wales,Switzerland,1,369.7272727272728,4,66.81818181818181,0
9845,Suriname,Guatemala,1,274.5833333333333,0,74.99999999999999,1
19670,Cambodia,Brunei,1,30.83333333333333,1,190.0,1
20789,Bolivia,Paraguay,1,433.25,2,12.333333333333346,0
24066,Argentina,Qatar,2,1603.875,5,-47.0,0
9776,Germany,Switzerland,2,718.9166666666665,4,-34.33333333333333,0
15159,Jordan,Azerbaijan,0,305.45454545454544,6,-3.090909090909093,1
19300,Croatia,Brazil,1,939.8333333333335,6,10.916666666666668,0
19916,Ghana,South Africa,2,819.3333333333335,11,-37.16666666666667,0
10388,Malaysia,East Timor,5,400.91666666666674,4,117.16666666666669,1
304,Ethiopia,Iraq,0,14.0,0,3.0,1
23616,Kyrgyzstan,Jordan,1,0.0,5,-112.0,0
537,Bahrain,Saudi Arabia,2,13.0,0,40.0,0
5328,Jersey,Isle of Man,0,0.0,0,0.0,0
152,Qatar,Syria,4,27.0,0,-44.0,1
5862,Jordan,Syria,0,371.16666666666674,4,4.25,1
15305,Two Sicilies,Provence,1,0.0,0,0.0,0
3445,Jamaica,Bermuda,1,48.9,10,-132.1,1
19080,Oman,Singapore,3,412.33333333333326,8,-71.66666666666666,1
16764,Bermuda,Guyana,1,112.33333333333331,0,51.58333333333333,1
19696,Hong Kong,North Korea,1,128.5,3,155.83333333333334,0
1418,North Macedonia,Slovenia,2,11.714285714285715,0,20.200000000000006,1
4702,Armenia,Andorra,3,27.3,3,-71.3,1
14084,Costa Rica,El Salvador,3,455.83333333333326,8,-51.66666666666666,0
20072,Seychelles,Namibia,0,58.0,2,70.66666666666667,0
5561,Turkmenistan,Estonia,1,270.8333333333333,0,40.33333333333333,1
20191,Comoros,Burkina Faso,0,66.16666666666667,1,109.83333333333331,0
7374,Bolivia,Costa Rica,0,506.16666666666674,7,29.16666666666667,1
11917,Brazil,Ecuador,2,1250.6363636363635,7,-32.72727272727273,1
9609,Romania,Scotland,2,651.4166666666666,5,-34.0,0
10585,Finland,Kuwait,1,620.5833333333334,9,-18.0,0
22025,Guinea,Algeria,1,514.75,8,14.250000000000007,0
12926,East Timor,Hong Kong,1,0.0,3,-120.5,0
7132,Barbados,Martinique,1,412.08333333333326,8,106.66666666666669,0
24493,Chad,Liberia,1,951.875,0,24.25,1
13737,Malta,Estonia,1,189.83333333333331,6,13.333333333333329,0
6860,Peru,Honduras,0,572.4166666666666,9,8.916666666666664,0
9516,Chinese Taipei,Palestine,0,272.3333333333333,5,21.666666666666657,0
21123,Slovenia,Sweden,0,566.9166666666666,4,20.333333333333336,0
19723,Algeria,Ethiopia,3,870.0833333333335,8,-85.16666666666666,1
7404,Jamaica,Grenada,0,569.0,8,-88.33333333333334,0
7815,Croatia,Bulgaria,0,648.3636363636364,5,-23.272727272727273,1
16286,Honduras,Grenada,7,585.0833333333334,13,-60.58333333333334,0
19380,Benin,Malawi,1,362.75,2,-20.5,1
17987,Oman,Palestine,2,375.0,7,-61.16666666666666,1
20549,India,Turkmenistan,1,132.0,0,12.333333333333313,0
10881,Shetland,Isle of Man,0,0.0,0,0.0,1
4320,Mozambique,Zambia,1,37.9,4,52.6,0
8256,France,Slovenia,5,794.0,7,-29.09090909090909,1
21994,Iraq,Jordan,1,334.5,6,-5.166666666666657,1
8694,Venezuela,Jamaica,2,524.8333333333334,4,15.333333333333336,1
6851,Switzerland,Poland,0,538.75,4,31.08333333333333,1
4726,Greece,Slovenia,2,44.1,4,-36.3,1
3257,Spain,Slovakia,4,58.9,7,-29.3,1
21359,Italy,Germany,1,1046.9166666666667,4,9.916666666666666,0
21278,Peru,Brazil,1,749.25,6,29.75,0
20120,Colombia,Costa Rica,1,1332.9166666666667,6,-22.5,1
14540,Ivory Coast,Cameroon,2,0.0,9,-19.0,1
14181,Oman,Kuwait,0,414.58333333333326,17,-32.91666666666666,1
15249,Croatia,Wales,2,1040.0,4,-76.45454545454545,1
3234,Israel,Cyprus,0,39.7,6,-29.700000000000006,0
4832,Israel,Spain,1,47.0,4,27.4,1
11708,Luxembourg,Turkey,0,122.72727272727272,3,153.8181818181818,1
6133,Republic of Ireland,Scotland,1,572.3333333333334,6,14.666666666666668,1
3820,Egypt,Morocco,0,49.8,5,15.5,0
4500,Chile,Morocco,1,58.8,10,-1.4000000000000004,1
16499,Niger,Liberia,0,340.0833333333333,3,-40.49999999999999,0
22104,Togo,Algeria,0,304.5,3,56.83333333333334,0
2942,Burma,Maldives,3,0.0,3,-169.9,1
18724,Costa Rica,Jamaica,1,650.25,7,-22.91666666666667,0
4935,Mali,Congo,0,446.08333333333326,6,-23.08333333333333,0
6872,Zambia,Libya,2,547.5833333333334,12,-57.99999999999999,1
7397,Ivory Coast,DR Congo,1,0.0,6,0.0,1
21341,Belgium,Sweden,1,1406.916666666667,5,-35.25,0
20600,DR Congo,Gabon,2,0.0,4,-62.41666666666666,0
4303,Ivory Coast,South Africa,1,0.0,3,-26.9,0
18540,El Salvador,United States,1,409.0,3,87.91666666666669,0
7249,Tahiti,New Zealand,0,315.1666666666667,0,42.66666666666667,0
21697,Belarus,Bulgaria,0,491.33333333333326,4,-2.4166666666666714,0
22772,Bosnia and Herzegovina,Mexico,0,1115.0833333333333,4,22.33333333333333,0
21739,Croatia,Northern Ireland,3,980.9166666666665,4,-11.25,0
5020,Greece,Croatia,3,567.1666666666666,3,30.41666666666667,1
17819,Artsakh,Abkhazia,3,0.0,0,0.0,1
19032,Libya,Ghana,0,486.66666666666674,10,32.00000000000001,1
12542,Mexico,Brazil,2,955.8333333333335,4,14.916666666666664,0
18384,DR Congo,Libya,0,0.0,6,-63.75,0
22168,Curaçao,Jamaica,2,451.08333333333326,2,9.25,0
11597,Netherlands,Ivory Coast,2,1073.1818181818182,6,4.909090909090909,1
4398,Guadeloupe,Saint Kitts and Nevis,1,0.0,0,0.0,0
21893,Tunisia,Cameroon,0,768.5833333333335,7,-4.833333333333329,1
6880,Malawi,Zimbabwe,0,360.58333333333326,8,51.08333333333333,0
13497,United Arab Emirates,Iran,0,330.3333333333333,13,102.5,1
18393,Ghana,Sudan,3,850.3333333333335,6,-104.5,0
2901,Oman,Nepal,2,25.6,0,-55.10000000000001,1
5352,Mexico,Peru,3,693.75,4,-42.16666666666667,1
12447,Georgia,France,0,365.16666666666674,5,84.41666666666667,0
3628,Burkina Faso,Nigeria,1,27.3,6,40.1,1
4598,Kenya,Uganda,3,32.8,7,-17.299999999999994,0
19641,Costa Rica,South Korea,3,868.8333333333335,10,24.25,0
17163,Nepal,Turkmenistan,0,136.75,8,19.833333333333343,1
878,Honduras,El Salvador,1,37.8,6,-23.40000000000001,0
10028,Ukraine,England,0,532.0833333333334,4,61.74999999999999,0
8820,Serbia,Azerbaijan,1,0.0,9,-114.75,0
4201,Egypt,Togo,7,49.8,5,-41.1,1
12484,Panama,Mexico,0,492.33333333333326,4,47.0,0
17203,Venezuela,Moldova,4,604.0833333333334,7,-92.66666666666669,1
8372,Vietnam,Sri Lanka,1,402.45454545454544,4,-32.636363636363626,0
269,Solomon Islands,New Caledonia,0,2.0,0,136.0,0
10192,Finland,Armenia,3,591.75,4,-72.41666666666666,1
10793,Bolivia,Paraguay,1,480.66666666666674,7,65.91666666666667,0
24157,Nigeria,Tunisia,1,1465.625,10,9.375,0
6535,Qatar,Thailand,3,411.66666666666674,0,35.666666666666664,1
3185,Burkina Faso,Gabon,0,21.6,3,56.90000000000001,0
23273,Scotland,Albania,2,1131.3333333333333,6,-21.58333333333333,1
15307,Honduras,Azerbaijan,0,652.2727272727273,9,-58.81818181818182,0
18928,Republic of Ireland,Poland,0,608.9166666666666,6,-18.499999999999996,0
2240,Isle of Wight,Guernsey,1,0.0,0,0.0,1
18469,United States,Honduras,1,0.0,6,-47.33333333333334,1
6379,Bosnia and Herzegovina,Turkey,2,457.33333333333326,2,47.25,1
15004,Hong Kong,Japan,0,176.66666666666663,0,101.83333333333334,1
19960,Malta,Georgia,0,158.91666666666666,5,20.583333333333314,0
9843,Greece,Portugal,2,672.6666666666666,8,10.333333333333334,0
9405,Cuba,Martinique,0,520.4166666666666,4,75.66666666666667,1
19007,Moldova,Sweden,1,305.4166666666667,7,75.0,1
16814,Namibia,Lesotho,0,187.58333333333331,1,-33.75,1
14206,Tanzania,Burundi,3,333.9166666666667,6,-28.33333333333333,1
2237,Gibraltar,Ynys Môn,2,0.0,0,0.0,1
15569,Liechtenstein,Scotland,1,110.9090909090909,4,103.27272727272728,0
11948,Saudi Arabia,Yemen,5,544.5454545454545,10,-81.45454545454544,1
6902,British Virgin Islands,U.S. Virgin Islands,2,190.08333333333331,6,164.75,1
24100,Uganda,Egypt,0,1310.5,4,26.0,0
19119,Poland,Germany,0,520.25,6,61.0,0
13530,Turkey,Switzerland,2,957.5,7,-24.83333333333333,0
22268,North Korea,Burkina Faso,3,0.0,6,-43.41666666666666,0
6274,Venezuela,Bolivia,4,352.33333333333326,5,44.41666666666667,1
1520,Wales,Estonia,2,40.0,3,-79.89999999999998,0
4173,Cape Verde,Senegal,0,0.0,0,-71.7,0
7212,Azerbaijan,Turkey,0,371.91666666666674,5,85.0,0
4203,Martinique,Trinidad and Tobago,3,0.0,3,-56.4,1
18737,San Marino,Poland,1,0.0,3,140.16666666666669,1
19294,Trinidad and Tobago,Iran,0,461.75,10,71.66666666666667,0
3823,Solomon Islands,Tahiti,1,15.2,2,-24.099999999999994,0
13649,Angola,Uganda,0,499.25,6,-27.08333333333333,1
4786,Madagascar,Kenya,1,9.2,0,69.0,0
16811,Azerbaijan,Turkey,0,303.5833333333333,5,79.33333333333334,0
25222,Algeria,Botswana,5,1486.666666666667,0,-116.33333333333331,1
15790,Tunisia,Botswana,0,566.8181818181819,3,-41.63636363636364,0
13810,Vanuatu,Fiji,0,168.0,8,9.666666666666686,0
16335,Gotland,Falkland Islands,6,0.0,0,0.0,0
10365,Puerto Rico,Grenada,2,38.91666666666666,0,55.83333333333334,0
6611,Cambodia,Malaysia,2,121.66666666666669,2,63.16666666666666,0
17584,Montserrat,Martinique,0,16.5,1,198.91666666666663,0
19756,Latvia,Netherlands,0,303.9166666666667,8,96.75,0
17870,San Marino,Montenegro,0,0.0,2,159.08333333333334,0
9654,Kazakhstan,Azerbaijan,2,317.0833333333333,0,25.083333333333343,1
1456,Saudi Arabia,Poland,0,41.6,7,1.599999999999998,0
491,Japan,Saudi Arabia,1,22.0,0,18.0,1
12853,Germany,Republic of Ireland,0,1348.25,4,-33.25,0
16507,Barbados,Saint Lucia,4,160.25,2,143.33333333333334,1
12792,Colombia,Paraguay,1,821.5,2,-2.916666666666668,1
24976,Cyprus,Greece,1,1239.125,5,43.5,0
24470,Bosnia and Herzegovina,Finland,4,1448.625,4,-14.25,1
22898,Namibia,Lesotho,2,753.75,4,-34.75,1
1797,Austria,Portugal,0,37.9,4,17.6,0
21815,Honduras,Belize,1,507.83333333333326,3,-86.58333333333331,0
20664,Mali,Mauritania,1,576.3333333333334,7,-62.49999999999999,0
3791,Chile,Argentina,0,53.5,5,8.1,0
24167,Djibouti,Ethiopia,0,906.375,0,41.0,1
19821,Singapore,Burma,4,140.75,4,152.16666666666666,1
5117,Colombia,Paraguay,2,603.5,4,6.833333333333332,0
13289,Scotland,Croatia,1,938.4166666666665,5,9.749999999999998,1
10603,Bosnia and Herzegovina,Belgium,1,537.8333333333334,3,26.749999999999996,0
6411,Burma,Indonesia,1,0.0,0,-97.0,0
17002,Chile,Paraguay,3,941.5833333333335,9,-10.499999999999998,1
4801,Iceland,Armenia,0,39.0,5,-38.0,0
13152,Tunisia,Angola,0,607.8333333333334,4,-14.916666666666664,1
616,Russia,Bolivia,2,53.8,10,-45.6,0
7718,Grenada,Trinidad and Tobago,2,311.09090909090907,6,95.36363636363636,1
21423,Madagascar,Angola,1,262.0833333333333,5,4.166666666666671,0
13849,Gabon,Lesotho,3,406.5,6,-74.24999999999999,0
22081,DR Congo,Congo,3,0.0,9,-85.5,1
2718,Switzerland,Wales,2,47.5,4,-40.3,1
860,Qatar,North Korea,2,32.4,3,52.8,0
7557,Moldova,Turkey,0,429.08333333333326,5,70.5,1
5726,Kuwait,Iran,1,479.33333333333326,1,71.16666666666667,1
19700,Trinidad and Tobago,French Guiana,4,461.75,3,71.66666666666667,1
12691,Scotland,South Africa,1,933.9166666666665,3,-48.5,1
10592,Gabon,Congo,0,458.83333333333326,4,-9.666666666666671,1
7870,Nigeria,Paraguay,1,637.2727272727273,5,13.363636363636365,1
24455,France,Iceland,1,1726.625,5,-36.375,0
1718,Bolivia,Chile,2,35.0,16,0.3999999999999986,0
4364,Burma,Laos,3,0.0,0,-141.4,1
21351,France,Republic of Ireland,2,1066.0833333333333,6,-15.166666666666664,1
5127,Chile,Bolivia,1,612.5,7,-32.0,0
8120,Mauritius,Eswatini,0,336.27272727272725,3,126.9090909090909,0
21750,Indonesia,Thailand,2,82.08333333333333,0,58.0,0
14031,Afghanistan,Nepal,2,32.75,1,6.416666666666656,0
9619,Ivory Coast,Tunisia,2,0.0,6,-35.166666666666664,0
12198,Slovakia,Poland,2,674.4166666666666,3,20.416666666666668,0
5170,Canada,Guatemala,1,399.5,1,16.83333333333333,1
21396,Argentina,Uruguay,1,1553.25,7,-8.75,1
791,Australia,Kuwait,1,32.2,9,-7.0,1
6401,Panama,Trinidad and Tobago,0,299.75,0,86.25,0
11673,Kenya,Ethiopia,0,317.54545454545456,4,7.272727272727266,0
9349,Sri Lanka,Laos,3,304.4166666666667,9,-25.083333333333343,1
16473,South Korea,Japan,0,0.0,13,-16.666666666666668,0
21304,Wales,England,1,1020.5,3,4.833333333333334,0
9237,Rwanda,Zimbabwe,2,387.58333333333326,4,61.25000000000001,1
10268,Thailand,United Arab Emirates,3,538.8333333333334,9,-11.333333333333329,1
4206,Algeria,Egypt,2,43.4,4,20.9,0
16703,Bermuda,Trinidad and Tobago,2,112.33333333333331,0,71.74999999999999,1
18145,Qatar,Malaysia,2,329.9166666666667,6,-55.33333333333334,1
1285,Sierra Leone,Guinea,1,20.2,1,18.999999999999996,1
345,Tanzania,Liberia,1,15.0,0,-4.0,0
16950,Somalia,Burundi,1,27.33333333333333,3,45.33333333333334,0
17193,Panama,Guyana,2,590.8333333333334,13,-58.25,1
24672,Cyprus,Scotland,1,1261.75,4,44.375,1
14881,Chile,Ecuador,1,819.3333333333335,5,-13.916666666666664,1
1043,Ecuador,Mexico,0,37.0,1,26.2,1
14672,Belgium,Czech Republic,1,525.4166666666666,4,44.58333333333333,0
14229,Kenya,Egypt,0,336.25,4,70.08333333333333,0
23245,Egypt,Niger,6,1061.3333333333333,11,-56.83333333333333,1
6266,Serbia,Netherlands,1,0.0,4,-14.333333333333336,0
19897,Congo,Gabon,1,627.6666666666666,7,-13.416666666666664,0
10371,Slovakia,Hungary,1,553.8333333333334,6,-14.416666666666664,0
20028,Philippines,Bahrain,1,222.33333333333331,8,20.666666666666657,0
3169,Paraguay,Chile,2,37.9,5,24.9,1
23635,Qatar,Iran,1,812.9166666666665,14,97.91666666666669,1
15162,Yemen,Malaysia,0,251.1818181818182,5,-34.81818181818181,0
426,France,Austria,2,46.0,0,-15.0,1
5885,Bahrain,Qatar,1,265.6666666666667,0,35.16666666666667,1
24653,Bosnia and Herzegovina,Italy,0,1448.625,4,27.75,1
20053,Peru,Venezuela,0,585.4166666666666,1,-14.166666666666664,1
6252,Spain,Serbia,4,742.25,3,4.666666666666667,0
13861,Sudan,Chad,3,326.9166666666667,7,-29.00000000000001,0
20005,Mauritius,Togo,1,73.58333333333333,1,101.58333333333334,1
20104,Mozambique,Namibia,0,349.83333333333326,8,-18.166666666666657,0
1190,Albania,Spain,1,16.2,3,82.6,1
3229,Angola,Zimbabwe,2,30.4,4,10.700000000000003,1
5427,Bosnia and Herzegovina,Liechtenstein,0,401.25,3,-42.83333333333333,0
11199,Somalia,Djibouti,2,93.66666666666669,2,-12.75,0
23731,Lithuania,Luxembourg,1,1096.625,7,39.0,0
932,Yemen,Iraq,1,16.4,0,28.599999999999994,1
6516,Kazakhstan,Saudi Arabia,0,311.5833333333333,0,74.83333333333334,0
5356,Uzbekistan,Malaysia,3,432.0,0,-34.83333333333334,1
25264,Scotland,Faroe Islands,4,1439.333333333333,3,-65.66666666666666,1
24852,Guatemala,Nicaragua,0,1105.875,7,-19.875,0
15981,Panama,Costa Rica,1,529.8333333333334,7,1.25,1
14931,Curaçao,Guyana,0,0.0,5,-124.58333333333331,0
22188,Isle of Man,Falkland Islands,5,0.0,0,0.0,0
10347,North Korea,United Arab Emirates,0,0.0,5,-76.5,0
4530,England,Tunisia,2,61.5,8,-15.1,1
2141,Belarus,Netherlands,1,16.7,2,97.2,1
6093,Lebanon,Jordan,1,357.08333333333326,0,5.083333333333329,0
10406,Kenya,Sudan,2,515.5,9,-29.5,1
20649,Wales,Andorra,2,974.4166666666665,3,-182.75,1
13988,Vietnam,Singapore,0,192.5,9,6.6666666666666865,1
22035,Székely Land,Padania,1,0.0,1,0.0,1
2574,Kyrgyzstan,Yemen,0,0.0,0,-132.7,0
17937,Somalia,Tanzania,0,41.66666666666666,3,55.0,1
19452,Sudan,South Africa,0,255.25,6,56.08333333333334,1
16948,Seychelles,Maldives,1,37.0,0,29.166666666666693,0
1730,Malawi,Zambia,1,21.9,5,57.7,0
23409,Luxembourg,San Marino,3,863.8333333333335,6,-121.66666666666669,1
17141,Slovenia,Scotland,1,725.3333333333335,5,-19.5,1
2558,Ghana,Tunisia,2,51.9,2,-3.899999999999999,1
14164,Saudi Arabia,Syria,1,586.9166666666666,11,-48.91666666666666,1
12238,Mauritania,Libya,0,195.08333333333331,4,34.50000000000001,0
22579,Turkey,Romania,0,818.0833333333335,7,-12.999999999999995,0
16869,Turkey,Croatia,0,778.8333333333335,4,18.666666666666664,1
16916,Kuwait,United Arab Emirates,2,335.6666666666667,13,-13.333333333333329,1
23560,Kazakhstan,Georgia,1,719.8333333333335,4,26.75,0
1134,Zambia,Senegal,0,44.6,10,-31.6,0
20674,Cameroon,Congo,1,640.1666666666666,7,-1.9166666666666643,0
19863,Jordan,Iraq,0,349.91666666666674,4,5.5,1
23678,Vietnam,Jordan,1,1238.75,6,-0.875,0
6885,Panama,El Salvador,1,363.5,7,29.66666666666667,1
10318,Costa Rica,Honduras,0,661.4166666666666,7,-28.25,0
22143,South Korea,Qatar,2,0.0,5,-88.58333333333331,0
15617,Yemen,Kuwait,1,251.1818181818182,5,17.0,0
9002,Iraq,Uruguay,2,544.8333333333334,4,31.08333333333333,1
957,South Korea,Hong Kong,4,0.0,3,-108.6,1
2401,Bangladesh,Burma,0,9.3,0,132.3,0
2760,Gambia,Guinea,1,17.6,1,40.0,1
24177,Mozambique,Madagascar,0,1178.25,2,13.75,0
1013,Malta,Portugal,0,19.0,2,63.0,0
16266,Brazil,Romania,1,1267.3333333333333,4,-47.16666666666666,1
6314,Liberia,Nigeria,2,388.0,3,48.33333333333334,1
16976,Tanzania,Zimbabwe,1,236.66666666666663,10,28.0,1
1433,Egypt,Nigeria,0,45.8,7,12.900000000000002,0
369,Tahiti,Australia,0,5.0,0,78.0,1
25244,Saudi Arabia,Palestine,5,1360.3333333333333,2,-37.66666666666666,1
24768,North Korea,Lebanon,0,0.0,5,-88.375,0
17566,Croatia,North Macedonia,1,1067.25,5,-88.66666666666669,1
19475,French Guiana,Curaçao,0,0.0,0,-170.41666666666666,1
16842,Georgia,Moldova,2,491.41666666666674,4,-34.66666666666666,1
24895,Gibraltar,Liechtenstein,1,883.5,5,15.125,0
19833,Malaysia,Thailand,3,145.16666666666666,5,1.0,1
57,United States,Spain,0,0.0,0,-15.0,0
