,team,opponent,goals,total_score,total_count,rank_difference,home
11497,South Korea,Bosnia and Herzegovina,2,0.0,12,-57.63636363636363,1
1507,Greece,Cameroon,0,41.5,2,4.9999999999999964,1
12022,Cambodia,Philippines,0,66.81818181818181,0,-5.727272727272746,0
15283,Saudi Arabia,Spain,2,485.09090909090907,11,66.09090909090908,0
8445,Kuwait,Palestine,3,492.09090909090907,10,-69.99999999999999,1
12138,Sweden,Ecuador,1,894.1666666666665,9,-23.25,0
16069,Belgium,Austria,2,635.1666666666666,4,-22.833333333333336,0
13188,Thailand,Japan,1,315.8333333333333,4,70.0,0
10665,Latvia,Luxembourg,4,559.1666666666666,9,-88.33333333333334,1
6697,Gabon,Kenya,1,447.25,6,-9.0,0
6855,Brazil,United States,2,803.4166666666665,8,1.8333333333333333,0
2354,Japan,Paraguay,1,42.4,5,-44.40000000000001,1
22921,Zimbabwe,Botswana,0,754.3333333333335,6,-31.58333333333333,1
6936,Qatar,Hong Kong,3,467.91666666666674,13,-43.91666666666666,1
13167,Australia,Qatar,3,681.0833333333334,5,-45.25000000000001,1
20573,Bulgaria,Croatia,0,495.5,2,51.66666666666666,0
12338,Seychelles,Réunion,2,126.91666666666669,4,147.0,1
12887,Trinidad and Tobago,El Salvador,0,439.16666666666674,8,-66.49999999999999,0
5275,Bolivia,Chile,0,508.16666666666674,0,32.0,0
11124,Netherlands,North Macedonia,0,774.3333333333335,11,-89.08333333333334,1
9040,Peru,Guatemala,0,496.91666666666674,0,8.333333333333329,1
12203,Togo,Cameroon,2,468.5,5,48.41666666666667,1
24898,Costa Rica,Panama,0,1434.5,6,-32.0,1
9743,Algeria,Jordan,1,548.5833333333334,8,16.66666666666667,1
14982,Switzerland,Norway,0,898.0,10,-27.66666666666667,1
13053,Oman,Jordan,0,415.83333333333326,7,-19.333333333333343,1
6158,Greece,Romania,1,580.9166666666666,4,23.75,0
1601,Spain,Bolivia,3,58.0,4,-40.2,0
6755,Faroe Islands,Sweden,0,357.0,2,99.25,0
14411,Saudi Arabia,United Arab Emirates,3,538.0833333333334,14,-58.66666666666667,1
18693,Libya,Cameroon,0,529.6666666666666,5,0.8333333333333357,0
15892,Laos,Malaysia,1,44.09090909090909,0,27.818181818181838,0
14248,Hong Kong,Yemen,0,176.66666666666663,2,-2.75,0
19956,United States,Denmark,2,0.0,5,-29.0,0
11359,Guyana,Antigua and Barbuda,2,214.27272727272728,2,-5.72727272727272,1
4252,Togo,Mali,2,37.8,6,12.699999999999996,1
11594,Sweden,Paraguay,1,832.9090909090909,6,-12.636363636363635,1
19421,Grenada,French Guiana,1,180.58333333333331,0,140.66666666666666,1
18192,Pakistan,Kyrgyzstan,0,100.08333333333331,1,170.41666666666666,0
6344,Honduras,Jamaica,1,513.9166666666666,5,9.166666666666664,0
10189,Romania,Czech Republic,0,651.4166666666666,5,22.583333333333336,0
21166,Chagos Islands,Somaliland,2,0.0,0,0.0,1
5520,Iceland,France,2,522.0,1,47.91666666666666,0
17049,Angola,Ivory Coast,0,424.08333333333326,5,82.16666666666667,0
22780,Sierra Leone,Iran,0,773.75,1,107.75,0
21669,Libya,Tunisia,0,373.66666666666674,3,52.75000000000001,1
13426,Australia,Iraq,1,681.0833333333334,5,-32.166666666666664,1
24422,Togo,Cape Verde,1,1131.375,2,125.5,0
17926,Kenya,Ethiopia,3,269.25,7,-2.5833333333333286,1
5216,Cameroon,Eritrea,1,523.3333333333334,7,-128.75,1
16649,Kuwait,South Korea,1,335.6666666666667,13,99.0,1
21156,Sápmi,Abkhazia,0,0.0,0,0.0,0
18649,Germany,Austria,3,1363.0833333333333,8,-59.75,1
4840,Portugal,Slovakia,3,48.8,3,6.199999999999997,0
11444,Chinese Taipei,Sri Lanka,0,159.54545454545453,0,11.636363636363626,0
9247,Thailand,Hong Kong,1,531.8333333333334,3,-77.5,0
2757,Grenada,Haiti,0,15.4,3,3.4000000000000057,1
18479,Eswatini,Angola,0,0.0,1,-91.5,1
3486,Indonesia,Saudi Arabia,0,26.9,10,72.9,0
12500,Togo,Benin,1,468.5,10,-33.0,0
857,Zimbabwe,Guinea,0,35.0,3,-16.200000000000006,0
11490,New Zealand,Hungary,0,262.90909090909093,1,52.45454545454545,0
17038,United States,Panama,1,0.0,3,-49.0,0
4624,Haiti,Trinidad and Tobago,1,26.6,0,58.6,0
2286,Canada,Trinidad and Tobago,3,31.3,5,-6.099999999999994,1
1498,El Salvador,Honduras,3,24.2,8,20.300000000000004,1
22307,Morocco,Egypt,1,650.0,6,26.08333333333333,0
1505,Nigeria,Sweden,1,54.1,5,5.9,0
19582,Ivory Coast,DR Congo,2,0.0,8,0.0,0
9661,Serbia,Northern Ireland,1,0.0,6,-113.83333333333331,0
4871,Kuwait,Oman,5,47.7,7,-47.5,0
1060,Isle of Man,Isle of Wight,0,0.0,0,0.0,0
9672,Jordan,Libya,0,594.9166666666666,3,-30.416666666666664,0
24973,Sweden,Denmark,0,1569.625,7,3.5,0
7772,United Arab Emirates,Bahrain,1,518.1818181818181,12,-38.72727272727272,1
9204,Cape Verde,Eswatini,1,0.0,2,0.0,0
5872,Bahamas,Anguilla,2,94.66666666666669,2,-17.166666666666654,1
5522,Latvia,Norway,1,484.16666666666674,4,52.83333333333334,1
12528,United States,Canada,2,0.0,9,-69.58333333333333,1
9026,Norway,Scotland,0,637.9166666666666,6,-30.58333333333333,1
13841,Guatemala,Trinidad and Tobago,1,346.33333333333326,11,10.666666666666671,0
17294,Benin,Mali,1,373.58333333333326,2,58.75000000000001,1
16427,Tajikistan,Syria,3,176.25,3,31.41666666666667,0
15857,Sudan,Zanzibar,0,253.0,5,110.75,0
10936,Jordan,Armenia,0,570.8333333333334,10,-57.58333333333334,1
19397,Malaysia,Tajikistan,1,145.16666666666666,4,25.16666666666667,0
20393,Hong Kong,China PR,0,155.75,5,72.5,0
21812,Belize,Nicaragua,1,150.66666666666666,0,47.83333333333333,0
10408,Jamaica,Saint Lucia,1,568.6666666666666,9,50.16666666666666,0
20224,Rwanda,Mozambique,1,426.33333333333326,4,-14.583333333333346,0
10324,South Korea,Maldives,2,0.0,9,-140.41666666666666,1
21512,South Korea,Qatar,3,0.0,11,-83.5,1
5730,Chile,Guatemala,1,629.3333333333334,5,-45.25,0
76,China PR,United States,0,26.0,0,56.0,0
15968,Uganda,Egypt,1,403.33333333333326,8,52.25,0
24559,Uzbekistan,Singapore,3,1282.875,5,-74.5,0
22692,Zanzibar,Tanzania,2,0.0,0,-138.66666666666666,0
9632,Sudan,Syria,0,431.75,8,22.25,1
11409,Congo,Equatorial Guinea,1,350.1818181818182,7,-25.18181818181819,0
19127,Belarus,Iran,0,378.75,6,88.33333333333331,1
3661,Paraguay,Uruguay,3,52.6,5,-20.1,1
15224,Venezuela,Honduras,1,583.4545454545455,7,6.545454545454548,0
16874,Curaçao,U.S. Virgin Islands,3,117.0,2,156.0,0
11232,Sri Lanka,Maldives,0,322.5,4,-0.4166666666666856,0
16723,Netherlands,Moldova,1,1592.083333333333,12,-97.91666666666666,1
15739,Curaçao,Suriname,1,0.0,2,-130.72727272727272,0
17224,Slovakia,Poland,0,650.3333333333334,5,-20.25,0
3169,Chile,Paraguay,1,47.5,5,-24.9,0
25080,Puerto Rico,Guatemala,0,939.3333333333335,0,50.33333333333334,0
24739,Belgium,Cyprus,6,1749.125,11,-91.125,1
4064,Iran,Qatar,3,0.0,8,-78.7,1
18170,Chinese Taipei,India,1,83.75,4,21.916666666666657,0
14700,Tanzania,Rwanda,2,333.9166666666667,4,1.5,0
20937,Afghanistan,Japan,0,196.83333333333331,8,96.5,0
24025,Jamaica,Honduras,3,1420.875,4,-12.75,1
8601,Pakistan,Singapore,0,204.58333333333331,4,62.5,0
7288,Bahrain,Malaysia,4,359.75,4,9.166666666666671,0
24445,Japan,Mongolia,6,1494.625,10,-158.625,1
23861,Chameria,Artsakh,4,0.0,0,0.0,0
10583,Guam,North Korea,0,19.166666666666668,0,204.16666666666663,1
12146,Bahrain,Iraq,1,335.0833333333333,5,22.25,1
3025,Armenia,Portugal,0,19.1,4,99.5,1
7602,Benin,Mauritania,2,230.08333333333331,3,-16.25,1
7565,Slovenia,Faroe Islands,3,605.8333333333334,4,-84.08333333333333,1
24311,Ethiopia,Lesotho,1,1052.625,0,8.0,0
3889,Ecuador,Venezuela,1,50.6,9,-79.1,0
5071,Honduras,Guatemala,0,448.91666666666674,1,0.3333333333333286,1
22639,Gabon,Botswana,0,383.75,5,-42.08333333333333,1
8113,Uganda,Sudan,1,380.6363636363636,6,-2.090909090909093,0
19574,Uzbekistan,Bahrain,0,529.5,6,-49.41666666666666,1
6705,Liberia,Congo,5,495.66666666666674,3,-16.75,1
12049,Tanzania,Ethiopia,2,192.9090909090909,4,39.18181818181819,0
20482,Cambodia,Syria,0,70.5,2,50.83333333333334,1
5245,Portugal,Liechtenstein,8,666.6666666666666,3,-117.5,1
22269,Curaçao,Mexico,0,451.08333333333326,4,61.25,1
508,United Arab Emirates,Senegal,1,25.0,0,8.0,1
11327,Syria,Palestine,3,340.6363636363636,2,-20.909090909090907,1
15969,Syria,Jordan,1,301.4166666666667,8,19.33333333333333,0
11400,Portugal,Saudi Arabia,3,1034.6363636363637,5,-44.45454545454545,0
15991,Australia,Uzbekistan,6,852.4166666666665,7,-60.25,0
21265,Venezuela,Uruguay,1,517.0833333333334,7,56.83333333333333,0
9324,Trinidad and Tobago,Cuba,2,546.25,3,-7.083333333333336,1
2981,Namibia,Botswana,0,19.8,4,-48.19999999999999,0
20026,Malawi,Tanzania,1,342.5,7,-25.33333333333333,0
11805,Chinese Taipei,South Korea,0,159.54545454545453,0,155.9090909090909,0
1031,Chinese Taipei,Iran,0,0.0,3,159.4,0
4108,Kuwait,Saudi Arabia,2,43.5,15,20.800000000000004,1
25136,Israel,Denmark,0,1281.6666666666667,3,75.0,1
821,South Korea,Iraq,1,0.0,3,-62.2,1
1906,Togo,Ivory Coast,0,22.4,4,86.7,0
21388,Armenia,Czech Republic,0,326.6666666666667,3,76.16666666666667,0
1059,Greenland,Ynys Môn,1,0.0,0,0.0,0
815,Burundi,Congo,0,13.6,3,-4.200000000000003,0
15350,Paraguay,Italy,1,860.5454545454545,7,14.454545454545453,0
12566,Western Isles,Gotland,2,0.0,0,0.0,1
2561,South Africa,Angola,1,51.6,6,-56.2,1
182,Macau,Chinese Taipei,2,0.0,0,-156.0,1
12788,Georgia,Azerbaijan,1,365.16666666666674,5,-26.25,0
11191,United Arab Emirates,Syria,3,509.5,11,-8.166666666666671,0
2319,Vanuatu,Fiji,1,0.0,1,47.19999999999999,0
22503,South Africa,Burkina Faso,3,517.25,7,25.166666666666664,1
812,Zimbabwe,South Africa,1,35.0,3,-51.6,0
24952,Sweden,Portugal,0,1569.625,7,12.125,0
15607,Syria,Kuwait,1,324.3636363636364,8,4.545454545454547,1
5353,Uruguay,Paraguay,1,507.83333333333326,2,35.75,0
14716,Kyrgyzstan,India,1,0.0,1,-144.83333333333334,0
10214,Ukraine,Greece,1,532.0833333333334,6,45.58333333333333,1
24293,Malawi,Botswana,0,1132.625,4,-21.75,0
13625,Congo,Chad,2,388.08333333333326,6,-45.91666666666667,1
20892,Guinea,Zambia,0,549.6666666666666,8,-21.83333333333333,0
17202,Peru,Nigeria,1,672.8333333333334,8,-18.5,1
22992,Scotland,Mexico,0,1131.3333333333333,2,21.0,0
23144,Belgium,England,1,1561.666666666667,4,-7.083333333333334,0
16475,North Korea,Kuwait,0,0.0,18,-99.0,0
11245,Hungary,Mexico,0,556.75,7,61.24999999999999,0
1665,Congo,DR Congo,1,11.7,2,110.3,0
18683,Gambia,Tanzania,2,179.16666666666663,2,24.499999999999986,1
21049,Namibia,Burundi,1,290.5833333333333,10,-2.75,1
315,Moldova,Jordan,0,0.0,0,-110.0,0
9280,Chad,Angola,0,208.16666666666663,2,82.08333333333334,0
16922,Comoros,Mozambique,1,48.33333333333334,1,81.5,0
22034,Kárpátalja,Abkhazia,2,0.0,0,0.0,1
14547,Japan,Australia,1,728.5,6,13.249999999999995,0
18808,Austria,Faroe Islands,3,545.75,1,-104.08333333333331,0
18274,Bolivia,Argentina,1,555.3333333333334,7,54.75,1
3475,Tonga,Solomon Islands,0,5.8,0,32.0,0
12788,Azerbaijan,Georgia,1,257.5833333333333,3,26.25,1
1219,Republic of Ireland,Spain,1,54.6,7,0.6000000000000014,1
5683,Ivory Coast,Togo,1,0.0,6,-86.33333333333331,1
18959,South Sudan,Ethiopia,0,15.833333333333336,2,98.58333333333334,1
23036,Kazakhstan,Azerbaijan,3,719.8333333333335,3,8.833333333333329,1
4627,Djibouti,Kenya,0,0.4,0,99.2,0
24635,India,Afghanistan,1,1206.625,4,-44.125,0
6520,Faroe Islands,Switzerland,1,330.4166666666667,1,59.16666666666667,0
2322,Belgium,Germany,1,48.0,7,19.8,1
12219,Guatemala,Panama,0,359.08333333333326,3,27.08333333333333,0
8489,United States,Argentina,0,0.0,12,-4.75,1
22517,Slovakia,Malta,3,869.0,7,-160.58333333333331,1
24551,Anguilla,Puerto Rico,2,844.625,2,29.75,1
272,Colombia,United States,1,36.0,0,35.0,0
18902,Algeria,Burkina Faso,1,753.8333333333335,4,-23.083333333333336,1
5491,Slovakia,Liechtenstein,2,611.5833333333334,5,-109.0,1
7645,Slovenia,Romania,1,605.8333333333334,7,21.416666666666664,0
600,Gabon,Mozambique,1,31.2,1,-46.2,0
3168,Norway,Hungary,3,52.5,6,-57.3,1
22702,Libya,Zanzibar,1,388.33333333333326,3,87.41666666666669,1
5637,Ghana,Greece,1,534.4166666666666,5,10.083333333333336,0
22883,Hungary,Scotland,0,1044.1666666666667,5,13.916666666666664,1
469,Saudi Arabia,China PR,1,28.0,0,-8.0,1
15311,Romania,North Macedonia,0,697.7272727272727,4,-26.27272727272728,1
6585,Iran,South Korea,1,0.0,0,0.0,1
1661,Ghana,Egypt,0,43.7,6,4.0,0
6128,South Korea,Serbia,0,0.0,5,0.0,1
7389,Honduras,Colombia,0,598.4166666666666,10,26.75,0
4229,Lesotho,Botswana,0,16.3,3,-18.599999999999994,1
13857,Andorra,Belarus,1,43.0,6,121.83333333333334,1
2885,South Africa,Malawi,3,51.6,6,-77.0,1
3919,Gabon,Namibia,1,41.5,9,-27.3,1
24456,Andorra,Moldova,1,1086.625,6,-36.625,1
20771,East Timor,Saudi Arabia,0,0.0,2,-92.75,1
16215,Serbia,South Korea,1,833.1666666666665,8,23.16666666666667,0
3222,Germany,Northern Ireland,1,63.3,5,-59.6,1
14471,Saudi Arabia,China PR,4,538.0833333333334,4,-42.25,0
25240,Latvia,Turkey,3,1081.3333333333333,5,107.33333333333334,0
8668,Eswatini,DR Congo,1,0.0,8,0.0,1
9532,Hungary,Latvia,2,526.0833333333334,5,14.833333333333336,0
16992,Rwanda,Sudan,2,217.5,4,22.76190476190476,0
3862,Frøya,Guernsey,1,0.0,0,0.0,1
3792,Egypt,Serbia,0,49.8,5,34.4,1
7567,Belarus,Wales,0,460.33333333333326,5,-17.0,0
23636,Thailand,Oman,0,1174.625,4,28.625,0
8188,Armenia,Ukraine,2,426.7272727272728,5,55.54545454545455,1
19157,Guinea,Mali,2,578.8333333333334,4,-3.4166666666666643,0
21115,Tahiti,Samoa,4,97.16666666666669,0,0.6666666666666856,1
6890,Estonia,Egypt,3,494.83333333333326,5,38.24999999999999,0
9111,Oman,Singapore,3,439.91666666666674,5,-3.1666666666666714,0
7173,Guatemala,El Salvador,0,537.8333333333334,10,-26.333333333333336,0
4851,Syria,United Arab Emirates,0,30.6,4,43.6,0
5739,Malta,Azerbaijan,3,323.0833333333333,6,11.083333333333345,1
2982,Congo,Togo,0,19.3,3,19.0,1
2788,North Macedonia,Bulgaria,0,26.4,5,69.2,0
15580,Saint Lucia,Saint Vincent and the Grenadines,1,0.0,0,0.0,1
18313,Zimbabwe,Zambia,0,330.75,5,49.58333333333334,0
19789,Thailand,New Zealand,2,148.75,5,41.16666666666667,1
13856,Albania,Malta,3,398.16666666666674,7,-52.91666666666666,1
14435,Cambodia,Macau,2,60.75,4,-17.666666666666657,0
19347,Nigeria,Argentina,2,646.4166666666666,9,38.333333333333336,1
20059,United States,Switzerland,1,0.0,5,-12.583333333333336,0
15603,Barbados,Dominica,1,183.0,1,-39.45454545454544,1
13363,Netherlands,Ukraine,3,1223.4166666666667,5,-20.333333333333336,1
18713,Malaysia,China PR,0,135.66666666666666,6,63.33333333333334,0
6939,Oman,United Arab Emirates,2,441.0,6,32.5,1
21456,Italy,Israel,3,1046.9166666666667,4,-59.00000000000001,0
24772,Oman,Bahrain,0,1286.5,9,-20.75,1
7340,Greenland,Falkland Islands,4,0.0,0,0.0,1
21306,Lesotho,Malawi,1,197.5,4,40.75,0
13920,Martinique,Réunion,0,0.0,1,0.0,1
10527,Israel,Croatia,3,603.4166666666666,4,25.91666666666667,1
23696,Nicaragua,Bolivia,2,1083.5,1,69.0,0
14293,Mozambique,Malawi,2,405.91666666666674,5,-19.91666666666667,1
22698,Tuvalu,Solomon Islands,0,0.0,0,-168.0,0
13534,Romania,Italy,1,1014.1666666666665,6,11.25,0
11240,Maldives,Pakistan,0,320.25,5,-30.416666666666657,0
15382,Nigeria,South Korea,2,809.7272727272727,3,26.54545454545455,1
3494,Serbia,Russia,0,0.0,4,-9.9,1
4041,Saudi Arabia,Iran,1,50.3,6,33.3,0
23877,United States,Jamaica,0,0.0,7,-50.5,1
2051,Romania,Azerbaijan,4,55.5,7,-134.0,0
23072,Iran,Lithuania,1,0.0,4,-133.83333333333334,0
14244,Sweden,Mexico,1,743.0833333333335,8,11.750000000000005,0
969,Turkmenistan,Iran,1,0.0,2,0.0,0
10617,Trinidad and Tobago,Guatemala,1,578.75,11,-3.1666666666666643,0
10331,Mexico,Saint Kitts and Nevis,8,739.0833333333335,13,6.5,1
11433,Sri Lanka,Bhutan,1,196.27272727272728,2,-45.81818181818181,0
8419,Burma,Philippines,6,0.0,0,-177.0,0
1901,Mauritius,Zambia,0,6.9,0,116.6,1
13573,Chile,Bolivia,2,674.6666666666666,13,-43.50000000000001,0
672,Kuwait,China PR,1,29.8,6,13.6,1
6366,Costa Rica,Venezuela,1,503.0,10,-48.91666666666667,1
1744,Azerbaijan,Poland,0,2.6666666666666665,0,126.7,0
15400,Germany,England,4,1327.2727272727273,6,-2.454545454545454,1
4507,Nigeria,Netherlands,1,40.0,6,54.5,0
15869,Jamaica,Guyana,4,413.27272727272725,8,-37.63636363636364,0
24222,Mali,Saudi Arabia,1,1379.625,2,-9.125,0
25067,Republic of Ireland,Bulgaria,0,1474.75,6,-25.625,1
4367,Barbados,Saint Lucia,1,25.7,2,111.9,0
14790,Costa Rica,El Salvador,0,710.75,7,-54.0,0
5501,South Africa,Saudi Arabia,1,596.1666666666666,9,-10.333333333333332,1
20543,Finland,Romania,1,464.25,5,61.91666666666666,0
3732,Belgium,San Marino,6,48.0,4,-128.0,1
21333,United States,Argentina,0,0.0,9,-1.25,1
10988,Liechtenstein,Russia,0,343.25,5,104.58333333333334,0
19434,China PR,Kuwait,3,345.83333333333326,8,-18.33333333333333,1
20847,India,Afghanistan,2,178.5,8,3.1666666666666567,1
20026,Tanzania,Malawi,1,258.1666666666667,5,25.33333333333333,1
5074,Jamaica,Trinidad and Tobago,0,551.1666666666666,11,-15.0,0
3428,Poland,Lithuania,0,44.3,4,4.399999999999999,0
6978,Oman,Sudan,0,441.0,6,-26.5,1
21808,Tunisia,Algeria,2,768.5833333333335,6,-19.33333333333333,0
22477,Japan,New Zealand,2,667.8333333333334,8,-67.16666666666666,1
20425,France,Portugal,1,1019.25,4,9.833333333333336,0
14381,Portugal,South Africa,2,1010.0833333333335,7,-64.66666666666666,1
3767,Vietnam,Turkmenistan,0,25.3,4,-26.699999999999992,1
4144,China PR,Kuwait,1,42.3,7,5.299999999999997,1
4859,Oman,Qatar,2,33.4,3,18.700000000000006,1
13653,Germany,Spain,0,1320.4166666666667,8,1.25,1
1668,United Arab Emirates,Iceland,0,31.0,3,13.800000000000004,0
11521,Argentina,Angola,2,1163.2727272727273,4,-51.90909090909091,1
10142,Italy,Moldova,1,728.3333333333335,5,-99.0,0
6930,Angola,Burkina Faso,2,553.8333333333334,4,-18.583333333333336,1
19286,Honduras,England,0,628.9166666666666,13,32.41666666666667,1
1108,Canada,Mexico,0,34.8,4,30.000000000000004,0
14829,Australia,Netherlands,0,821.3333333333335,6,21.5,1
16597,Gambia,Namibia,0,295.8333333333333,4,-25.91666666666667,0
9523,Thailand,United Arab Emirates,0,538.8333333333334,2,-11.333333333333329,0
292,Tanzania,Ghana,2,15.0,0,41.0,1
9844,Russia,Spain,0,651.75,6,25.41666666666667,0
5058,Lithuania,Czech Republic,0,525.6666666666666,6,44.91666666666666,0
4566,England,Colombia,2,61.5,3,-12.7,0
9284,Eritrea,Sudan,0,227.75,2,48.08333333333333,1
20877,Zimbabwe,Mali,0,308.3333333333333,3,52.99999999999999,1
10458,Singapore,Burma,4,416.33333333333326,2,113.5,0
12180,Armenia,Andorra,0,308.3333333333333,4,-64.08333333333333,0
16883,Sudan,Uganda,0,313.42857142857144,4,20.738095238095237,1
577,Germany,Uruguay,4,57.0,0,-15.0,0
3634,Martinique,Dominica,2,0.0,3,-139.0,0
22141,Panama,Honduras,2,620.6666666666666,5,-13.999999999999993,1
1003,Lithuania,Republic of Ireland,0,19.0,4,74.8,1
11484,Croatia,Austria,4,799.4545454545455,6,-48.54545454545455,0
12649,Bangladesh,India,0,64.25,3,13.25,0
3991,Portugal,Germany,1,54.1,7,20.0,0
14859,Germany,Russia,1,1279.3333333333333,7,-5.416666666666666,0
22621,Bulgaria,Saudi Arabia,1,627.4166666666666,3,-2.5,1
18427,Italy,Haiti,2,1140.4166666666667,7,-58.24999999999999,1
2531,Zimbabwe,Gabon,1,34.2,2,18.3,1
686,DR Congo,Cameroon,0,0.0,5,-23.2,0
13543,Russia,Greece,1,960.5833333333335,6,3.0000000000000018,0
3737,Morocco,Ghana,1,55.1,6,-24.800000000000004,1
18434,United States,Panama,2,0.0,6,-40.41666666666666,1
4267,Mexico,Trinidad and Tobago,4,61.7,13,-41.5,0
16939,Tajikistan,Uzbekistan,0,176.25,3,56.83333333333333,0
25158,Eswatini,Guinea-Bissau,1,0.0,0,-111.66666666666669,1
20786,United Arab Emirates,Malaysia,2,495.16666666666674,7,-94.58333333333331,0
23376,Kazakhstan,Latvia,1,719.8333333333335,4,-9.500000000000012,0
22905,Serbia,Nigeria,2,1147.0833333333333,3,-14.166666666666664,1
10587,Hong Kong,North Korea,0,382.16666666666674,4,123.25,1
9125,Jordan,Iran,3,504.58333333333326,9,71.5,1
24991,Jordan,Iraq,0,1239.5,9,26.625,1
21130,Kenya,Sudan,1,353.66666666666674,5,-36.33333333333334,1
8423,Singapore,Malaysia,0,376.6363636363636,7,-0.636363636363626,1
17134,Paraguay,Panama,1,754.3333333333335,8,-20.5,1
24352,Montserrat,Saint Lucia,1,904.625,2,191.75,1
12955,Australia,Nigeria,1,633.1666666666666,7,20.416666666666664,1
543,Saudi Arabia,United Arab Emirates,0,28.0,0,-11.0,1
3519,Nepal,Japan,0,9.0,3,133.5,1
15725,New Zealand,Paraguay,0,483.7272727272728,2,42.09090909090909,1
1739,Slovakia,Israel,2,34.3,0,-3.700000000000003,0
7667,Bahrain,Oman,2,359.75,8,22.0,1
25050,Saudi Arabia,Jamaica,1,1351.5,7,19.125,1
15218,Haiti,Martinique,0,292.09090909090907,7,105.1818181818182,0
10314,Denmark,Georgia,2,706.9166666666665,5,-87.91666666666669,0
1390,Cayman Islands,Sint Maarten,5,3.7,1,144.7,1
1414,Germany,Italy,2,60.1,3,-3.6000000000000005,1
3597,Iran,Kuwait,2,0.0,11,-54.1,0
7719,Oman,Iraq,0,449.1818181818182,9,29.18181818181818,0
21005,Mali,Equatorial Guinea,1,548.5,7,-22.499999999999996,0
1615,Argentina,Romania,2,56.0,6,-1.3000000000000007,0
18841,Sweden,Germany,3,824.1666666666665,8,22.75,1
13552,Benin,Niger,2,343.75,4,-57.91666666666667,0
20150,Cuba,Curaçao,0,295.9166666666667,3,-41.75,0
14228,Panama,Costa Rica,0,494.75,4,26.58333333333333,0
890,South Korea,Hong Kong,3,0.0,4,-108.6,0
6230,Romania,Portugal,0,699.1666666666665,7,-0.16666666666666607,1
7224,Panama,Guatemala,1,363.5,12,56.00000000000001,0
16781,Honduras,Jamaica,2,585.0833333333334,3,-2.083333333333336,1
17405,Qatar,Iran,0,366.58333333333326,4,94.25,0
15563,Finland,Netherlands,1,533.6363636363636,8,59.45454545454546,0
12006,Malta,Lithuania,1,271.72727272727275,4,40.09090909090909,1
17890,Turkey,Denmark,1,715.1666666666665,7,20.0,1
8809,Gabon,Equatorial Guinea,1,380.5,3,-61.5,0
9057,Georgia,Albania,3,464.25,1,-1.9166666666666716,1
8006,Paraguay,South Africa,2,680.9090909090909,6,-16.636363636363637,1
6108,Iran,Kazakhstan,3,0.0,0,-120.0,1
11526,Uruguay,Libya,2,812.0909090909091,8,-65.9090909090909,0
23719,Belgium,Russia,3,1749.125,11,-41.5,1
14446,Japan,Chile,4,728.5,13,12.416666666666664,1
9067,Luxembourg,Romania,0,252.5,1,128.83333333333334,0
