,home_team,away_team,Goals,Ranking_home_team,Ranking_away_team
9022,Latvia,Uzbekistan,-3,73.16666666666667,101.5
9023,Liechtenstein,San Marino,0,147.83333333333334,160.75
9024,North Macedonia,Albania,3,89.58333333333333,91.25
9025,Mexico,Peru,-2,7.416666666666667,76.08333333333333
9026,Norway,Scotland,0,27.833333333333332,58.416666666666664
9027,Panama,Paraguay,-1,123.41666666666667,20.25
9028,Portugal,Kazakhstan,1,14.75,126.66666666666667
9029,Russia,Israel,-1,27.0,44.583333333333336
9030,Serbia,Wales,1,0.0,53.916666666666664
9031,Slovenia,Hungary,2,32.416666666666664,57.083333333333336
9032,Sweden,Greece,-1,20.166666666666668,36.916666666666664
9033,Switzerland,France,-2,42.166666666666664,2.1666666666666665
9034,Tunisia,Guinea,0,43.0,113.33333333333333
9035,Turkey,Moldova,2,7.416666666666667,108.5
9036,Ukraine,Romania,-2,48.416666666666664,23.5
9037,Venezuela,Haiti,3,63.25,82.0
9038,Lebanon,Syria,1,115.25,90.66666666666667
9039,Jordan,Iraq,2,71.5,56.416666666666664
9040,Peru,Guatemala,0,76.08333333333333,67.75
9041,Bolivia,Panama,3,101.66666666666667,123.41666666666667
9042,Haiti,China PR,4,82.0,71.16666666666667
9043,Zimbabwe,Eswatini,2,54.416666666666664,0.0
9044,Algeria,Qatar,1,66.25,72.91666666666667
9045,North Korea,Lebanon,-1,0.0,115.25
9046,Singapore,Kuwait,-2,100.5,77.16666666666667
9047,Iran,Jordan,4,0.0,71.5
9048,Andorra,Croatia,-3,141.16666666666666,25.916666666666668
9049,Argentina,Chile,0,4.75,72.41666666666667
9050,Armenia,Greece,-1,109.75,36.916666666666664
9051,Azerbaijan,Finland,-1,114.75,42.833333333333336
9052,Belarus,Czech Republic,-2,81.08333333333333,11.666666666666666
9053,Bosnia and Herzegovina,Norway,1,71.91666666666667,27.833333333333332
9054,Bulgaria,Estonia,2,38.166666666666664,64.91666666666667
9055,Ecuador,Venezuela,2,34.083333333333336,63.25
9056,France,Cyprus,5,2.1666666666666665,87.41666666666667
9057,Georgia,Albania,3,89.33333333333333,91.25
9058,Iceland,Germany,0,59.666666666666664,6.916666666666667
9059,Republic of Ireland,Russia,0,14.333333333333334,27.0
9060,Italy,Wales,4,11.833333333333334,53.916666666666664
9061,Latvia,Poland,-2,73.16666666666667,30.5
9062,Liechtenstein,Turkey,-3,147.83333333333334,7.416666666666667
9063,North Macedonia,England,-1,89.58333333333333,7.75
9064,Netherlands,Austria,3,5.333333333333333,58.25
9065,Peru,Paraguay,4,76.08333333333333,20.25
9066,Portugal,Spain,-3,14.75,2.75
9067,Romania,Luxembourg,4,23.5,152.33333333333334
9068,Scotland,Faroe Islands,3,58.416666666666664,119.58333333333333
9069,Slovenia,Israel,3,32.416666666666664,44.583333333333336
9070,Eswatini,Botswana,-3,0.0,124.5
9071,Sweden,San Marino,5,20.166666666666668,160.75
9072,Ukraine,Northern Ireland,0,48.416666666666664,111.91666666666667
9073,Angola,Namibia,2,81.25,133.75
9074,Australia,Jamaica,2,59.666666666666664,47.916666666666664
9075,Colombia,Brazil,-1,33.083333333333336,1.0
9076,Costa Rica,China PR,2,18.75,71.16666666666667
9077,Uruguay,Bolivia,5,25.333333333333332,101.66666666666667
9078,Chile,Peru,2,72.41666666666667,76.08333333333333
9079,Republic of Ireland,Turkey,0,14.333333333333334,7.416666666666667
9080,Venezuela,Argentina,-3,63.25,4.75
9081,Albania,Georgia,3,91.25,89.33333333333333
9082,Andorra,Bulgaria,-3,141.16666666666666,38.166666666666664
9083,Belgium,Croatia,2,16.416666666666668,25.916666666666668
9084,Bolivia,Colombia,4,101.66666666666667,33.083333333333336
9085,Brazil,Ecuador,1,1.0,34.083333333333336
9086,Czech Republic,Netherlands,3,11.666666666666666,5.333333333333333
9087,Denmark,Romania,0,12.416666666666666,23.5
9088,England,Liechtenstein,2,7.75,147.83333333333334
9089,Faroe Islands,Lithuania,-2,119.58333333333333,98.75
9090,Germany,Scotland,2,6.916666666666667,58.416666666666664
9091,Israel,Malta,0,44.583333333333336,128.0
9092,Japan,Senegal,-1,24.666666666666668,29.166666666666668
9093,Latvia,Hungary,3,73.16666666666667,57.083333333333336
9094,Luxembourg,Bosnia and Herzegovina,-1,152.33333333333334,71.91666666666667
9095,Moldova,Belarus,2,108.5,81.08333333333333
9096,Morocco,Trinidad and Tobago,2,36.416666666666664,55.666666666666664
9097,Northern Ireland,Armenia,-1,111.91666666666667,109.75
9098,Norway,Portugal,-1,27.833333333333332,14.75
9099,Oman,Bahrain,1,97.33333333333333,95.25
9100,Paraguay,Uruguay,4,20.25,25.333333333333332
9101,Poland,Sweden,-2,30.5,20.166666666666668
9102,Russia,Switzerland,4,27.0,42.166666666666664
9103,Serbia,Italy,0,0.0,11.833333333333334
9104,Slovakia,North Macedonia,0,53.833333333333336,89.58333333333333
9105,Slovenia,France,-2,32.416666666666664,2.1666666666666665
9106,Spain,Ukraine,2,2.75,48.416666666666664
9107,Tunisia,Ivory Coast,3,43.0,0.0
9108,Wales,Finland,0,53.916666666666664,42.833333333333336
9109,Kuwait,Qatar,2,77.16666666666667,72.91666666666667
9110,Rwanda,Kenya,-1,115.66666666666667,76.58333333333333
9111,Singapore,Oman,-2,100.5,97.33333333333333
9112,Yemen,Sudan,3,143.66666666666666,109.08333333333333
9113,Bahrain,Lebanon,4,95.25,115.25
9114,Jordan,Syria,0,71.5,90.66666666666667
9115,Yemen,Sudan,-1,143.66666666666666,109.08333333333333
9116,Namibia,Angola,-2,133.75,81.25
9117,Qatar,Kuwait,0,72.91666666666667,77.16666666666667
9118,Algeria,Gabon,0,66.25,119.0
9119,Benin,Burkina Faso,-1,130.58333333333334,74.5
9120,Qatar,Palestine,0,72.91666666666667,144.41666666666666
9121,South Korea,Vietnam,5,0.0,95.83333333333333
9122,Nepal,Oman,-7,163.08333333333334,97.33333333333333
9123,Algeria,Burkina Faso,0,66.25,74.5
9124,Benin,Gabon,-4,130.58333333333334,119.0
9125,Jordan,Iran,3,71.5,0.0
9126,Malaysia,Indonesia,0,111.83333333333333,86.5
9127,South Korea,Oman,1,0.0,97.33333333333333
9128,Kuwait,Singapore,4,77.16666666666667,100.5
9129,Malawi,Zimbabwe,-1,101.25,54.416666666666664
9130,Qatar,Palestine,2,72.91666666666667,144.41666666666666
9131,Syria,Yemen,8,90.66666666666667,143.66666666666666
9132,Vietnam,Nepal,5,95.83333333333333,163.08333333333334
9133,South Korea,Nepal,16,0.0,163.08333333333334
9134,Vietnam,Oman,-6,95.83333333333333,97.33333333333333
9135,Saudi Arabia,Syria,0,39.083333333333336,90.66666666666667
9136,Lesotho,Eswatini,5,124.75,0.0
9137,Kuwait,Palestine,2,77.16666666666667,144.41666666666666
9138,Zimbabwe,Malawi,2,54.416666666666664,101.25
9139,Indonesia,Bhutan,2,86.5,193.58333333333334
9140,Saudi Arabia,Yemen,7,39.083333333333336,143.66666666666666
9141,Iraq,Bahrain,5,56.416666666666664,95.25
9142,Kuwait,Palestine,4,77.16666666666667,144.41666666666666
9143,Lesotho,South Africa,-3,124.75,32.083333333333336
9144,Malaysia,Burma,4,111.83333333333333,0.0
9145,Oman,Jordan,2,97.33333333333333,71.5
9146,Saudi Arabia,Bhutan,6,39.083333333333336,193.58333333333334
9147,Tunisia,Japan,-1,43.0,24.666666666666668
9148,Yemen,Indonesia,-3,143.66666666666666,86.5
9149,Bhutan,Yemen,-8,193.58333333333334,143.66666666666666
9150,Burma,Bahrain,-2,0.0,95.25
9151,Egypt,Senegal,1,38.916666666666664,29.166666666666668
9152,Guinea-Bissau,Mali,-1,187.0,68.41666666666667
9153,Malaysia,Iraq,0,111.83333333333333,56.416666666666664
9154,Saudi Arabia,Indonesia,5,39.083333333333336,86.5
9155,Armenia,Spain,-4,109.75,2.75
9156,Austria,Czech Republic,-1,58.25,11.666666666666666
9157,Belgium,Estonia,2,16.416666666666668,64.91666666666667
9158,Bolivia,Honduras,1,101.66666666666667,41.5
9159,Bosnia and Herzegovina,Denmark,0,71.91666666666667,12.416666666666666
9160,Botswana,Lesotho,4,124.5,124.75
9161,Croatia,Bulgaria,1,25.916666666666668,38.166666666666664
9162,Cyprus,Slovenia,0,87.41666666666667,32.416666666666664
9163,Equatorial Guinea,Togo,1,180.5,90.0
9164,Finland,Canada,3,42.833333333333336,77.58333333333333
9165,France,Israel,3,2.1666666666666665,44.583333333333336
9166,Germany,Iceland,3,6.916666666666667,59.666666666666664
9167,Greece,Northern Ireland,1,36.916666666666664,111.91666666666667
9168,Hungary,Poland,-1,57.083333333333336,30.5
9169,Italy,Azerbaijan,4,11.833333333333334,114.75
9170,Liechtenstein,Slovakia,-2,147.83333333333334,53.833333333333336
9171,Madagascar,Benin,0,108.33333333333333,130.58333333333334
9172,Netherlands,Moldova,5,5.333333333333333,108.5
9173,Niger,Algeria,-1,173.41666666666666,66.25
9174,Norway,Luxembourg,1,27.833333333333332,152.33333333333334
9175,Portugal,Albania,5,14.75,91.25
9176,Romania,Japan,0,23.5,24.666666666666668
9177,Russia,Georgia,3,27.0,89.33333333333333
9178,São Tomé and Príncipe,Libya,-1,192.91666666666666,91.5
9179,Scotland,Lithuania,1,58.416666666666664,98.75
9180,Seychelles,Zambia,-4,177.0,68.08333333333333
9181,South Africa,Costa Rica,2,32.083333333333336,18.75
9182,Sweden,Latvia,-1,20.166666666666668,73.16666666666667
9183,Switzerland,Republic of Ireland,2,42.166666666666664,14.333333333333334
9184,Tanzania,Kenya,0,156.5,76.58333333333333
9185,Tunisia,Morocco,0,43.0,36.416666666666664
9186,Turkey,England,0,7.416666666666667,7.75
9187,Uganda,Mauritius,3,104.41666666666667,128.5
9188,Ukraine,North Macedonia,0,48.416666666666664,89.58333333333333
9189,United Arab Emirates,Uzbekistan,0,93.83333333333333,101.5
9190,Wales,Serbia,-1,53.916666666666664,0.0
9191,Kernow,Jersey,1,0.0,0.0
9192,Brazil,Jamaica,1,1.0,47.916666666666664
9193,Burundi,Gabon,0,138.25,119.0
9194,Chad,Angola,3,163.33333333333334,81.25
9195,Congo,Sierra Leone,1,104.66666666666667,136.83333333333334
9196,Ethiopia,Malawi,-2,135.0,101.25
9197,Gambia,Liberia,2,140.5,99.25
9198,Guinea,Mozambique,1,113.33333333333333,129.5
9199,Iran,New Zealand,3,0.0,62.0
9200,Iraq,Burma,3,56.416666666666664,0.0
9201,Malaysia,Bahrain,0,111.83333333333333,95.25
9202,Rwanda,Namibia,3,115.66666666666667,133.75
9203,Sudan,Eritrea,3,109.08333333333333,157.16666666666666
9204,Eswatini,Cape Verde,0,0.0,0.0
9205,Zimbabwe,Mauritania,3,54.416666666666664,176.25
9206,Bhutan,Indonesia,-2,193.58333333333334,86.5
9207,Saudi Arabia,Yemen,3,39.083333333333336,143.66666666666666
9208,Indonesia,Yemen,0,86.5,143.66666666666666
9209,Mexico,Uruguay,-2,7.416666666666667,25.333333333333332
9210,Saudi Arabia,Bhutan,4,39.083333333333336,193.58333333333334
9211,Syria,Sri Lanka,5,90.66666666666667,139.16666666666666
9212,Thailand,India,2,61.75,127.75
9213,Jordan,Lebanon,1,71.5,115.25
9214,Saudi Arabia,Indonesia,6,39.083333333333336,86.5
9215,Yemen,Bhutan,4,143.66666666666666,193.58333333333334
9216,Syria,Sri Lanka,8,90.66666666666667,139.16666666666666
9217,Oman,Nepal,6,97.33333333333333,163.08333333333334
9218,Singapore,Palestine,2,100.5,144.41666666666666
9219,Turkmenistan,United Arab Emirates,1,135.66666666666666,93.83333333333333
9220,Vietnam,South Korea,1,95.83333333333333,0.0
9221,Bahrain,Burma,4,95.25,0.0
9222,Iraq,Malaysia,5,56.416666666666664,111.83333333333333
9223,Nepal,Vietnam,-2,163.08333333333334,95.83333333333333
9224,Oman,South Korea,3,97.33333333333333,0.0
9225,Bahrain,Malaysia,3,95.25,111.83333333333333
9226,Burma,Iraq,-2,0.0,56.416666666666664
9227,India,Rwanda,3,127.75,115.66666666666667
9228,Singapore,Palestine,0,100.5,144.41666666666666
9229,Burkina Faso,Zimbabwe,-3,74.5,54.416666666666664
9230,Bahrain,Iraq,1,95.25,56.416666666666664
9231,Burma,Malaysia,2,0.0,111.83333333333333
9232,Nepal,South Korea,-7,163.08333333333334,0.0
9233,Oman,Vietnam,2,97.33333333333333,95.83333333333333
9234,North Korea,Iran,-2,0.0,0.0
9235,India,Zimbabwe,5,127.75,54.416666666666664
9236,United Arab Emirates,Turkmenistan,0,93.83333333333333,135.66666666666666
9237,Rwanda,Zimbabwe,0,115.66666666666667,54.416666666666664
9238,Lebanon,North Korea,0,115.25,0.0
9239,Thailand,Tajikistan,-1,61.75,170.75
9240,Uzbekistan,Hong Kong,4,101.5,139.25
9241,Syria,United Arab Emirates,-2,90.66666666666667,93.83333333333333
9242,Gabon,Burkina Faso,0,119.0,74.5
9243,Hong Kong,Tajikistan,0,139.25,170.75
9244,Uzbekistan,Thailand,3,101.5,61.75
9245,Mozambique,Eswatini,2,129.5,0.0
9246,Turkmenistan,Sri Lanka,1,135.66666666666666,139.16666666666666
9247,Hong Kong,Thailand,2,139.25,61.75
9248,Uzbekistan,Tajikistan,0,101.5,170.75
9249,Uganda,Tanzania,2,104.41666666666667,156.5
9250,Equatorial Guinea,São Tomé and Príncipe,3,180.5,192.91666666666666
9251,Iran,North Korea,3,0.0,0.0
9252,Lebanon,Jordan,-2,115.25,71.5
9253,Poland,Italy,3,30.5,11.833333333333334
9254,Turkmenistan,Sri Lanka,3,135.66666666666666,139.16666666666666
9255,Algeria,Niger,6,66.25,173.41666666666666
9256,Mali,Guinea-Bissau,2,68.41666666666667,187.0
9257,Mauritania,Zimbabwe,2,176.25,54.416666666666664
9258,United Arab Emirates,Syria,3,93.83333333333333,90.66666666666667
9259,Albania,Estonia,2,91.25,64.91666666666667
9260,Argentina,Bolivia,3,4.75,101.66666666666667
9261,Colombia,Venezuela,-1,33.083333333333336,63.25
9262,Croatia,Slovenia,0,25.916666666666668,32.416666666666664
9263,Czech Republic,Canada,5,11.666666666666666,77.58333333333333
9264,Egypt,South Africa,2,38.916666666666664,32.083333333333336
9265,Gabon,Burundi,4,119.0,138.25
9266,Germany,France,-3,6.916666666666667,2.1666666666666665
9267,Kenya,Tanzania,3,76.58333333333333,156.5
9268,Latvia,Turkey,1,73.16666666666667,7.416666666666667
9269,Malawi,Ethiopia,0,101.25,135.0
9270,Morocco,Burkina Faso,1,36.416666666666664,74.5
9271,Namibia,Rwanda,0,133.75,115.66666666666667
9272,Paraguay,Ecuador,2,20.25,34.083333333333336
9273,Portugal,Greece,0,14.75,36.916666666666664
9274,Russia,Wales,0,27.0,53.916666666666664
9275,Scotland,Netherlands,1,58.416666666666664,5.333333333333333
9276,Senegal,Ivory Coast,1,29.166666666666668,0.0
9277,Spain,Norway,2,2.75,27.833333333333332
9278,Uruguay,Chile,2,25.333333333333332,72.41666666666667
9279,Zambia,Seychelles,0,68.08333333333333,177.0
9280,Angola,Chad,2,81.25,163.33333333333334
9281,Benin,Madagascar,3,130.58333333333334,108.33333333333333
9282,Cape Verde,Eswatini,3,0.0,0.0
9283,England,Denmark,-1,7.75,12.416666666666666
9284,Eritrea,Sudan,0,157.16666666666666,109.08333333333333
9285,Ghana,Somalia,5,69.83333333333333,191.08333333333334
9286,Honduras,Finland,-1,41.5,42.833333333333336
9287,Italy,Romania,1,11.833333333333334,23.5
9288,Jamaica,El Salvador,3,47.916666666666664,88.66666666666667
9289,Lesotho,Botswana,0,124.75,124.5
9290,Liberia,Gambia,3,99.25,140.5
9291,Libya,São Tomé and Príncipe,8,91.5,192.91666666666666
9292,Mauritius,Uganda,3,128.5,104.41666666666667
9293,Mozambique,Guinea,-1,129.5,113.33333333333333
9294,Peru,Brazil,0,76.08333333333333,1.0
9295,Poland,Serbia,4,30.5,0.0
9296,Sierra Leone,Congo,0,136.83333333333334,104.66666666666667
9297,Togo,Equatorial Guinea,2,90.0,180.5
9298,Tajikistan,Uzbekistan,-3,170.75,101.5
9299,Thailand,Hong Kong,4,61.75,139.25
9300,Chile,Paraguay,-1,72.41666666666667,20.25
9301,Egypt,Sweden,1,38.916666666666664,20.166666666666668
9302,Republic of Ireland,Canada,3,14.333333333333334,77.58333333333333
9303,Jordan,North Korea,3,71.5,0.0
9304,South Korea,Bulgaria,-1,0.0,38.166666666666664
9305,United Arab Emirates,Sri Lanka,3,93.83333333333333,139.16666666666666
9306,Venezuela,Bolivia,2,63.25,101.66666666666667
9307,Brazil,Uruguay,0,1.0,25.333333333333332
9308,Colombia,Argentina,0,33.083333333333336,4.75
9309,Costa Rica,Finland,2,18.75,42.833333333333336
9310,Ecuador,Peru,0,34.083333333333336,76.08333333333333
9311,Ghana,Somalia,2,69.83333333333333,191.08333333333334
9312,Hong Kong,Uzbekistan,-1,139.25,101.5
9313,Hungary,Estonia,-1,57.083333333333336,64.91666666666667
9314,Japan,Cameroon,0,24.666666666666668,15.083333333333334
9315,Lebanon,Iran,-3,115.25,0.0
9316,Mexico,Iceland,0,7.416666666666667,59.666666666666664
9317,Morocco,Mali,-1,36.416666666666664,68.41666666666667
9318,Netherlands,Scotland,6,5.333333333333333,58.416666666666664
9319,Norway,Spain,-3,27.833333333333332,2.75
9320,Portugal,Kuwait,8,14.75,77.16666666666667
9321,Qatar,Singapore,2,72.91666666666667,100.5
9322,Slovenia,Croatia,-1,32.416666666666664,25.916666666666668
9323,Thailand,Tajikistan,1,61.75,170.75
9324,Trinidad and Tobago,Cuba,2,55.666666666666664,62.75
9325,Tunisia,South Africa,2,43.0,32.083333333333336
9326,Turkey,Latvia,0,7.416666666666667,73.16666666666667
9327,Turkmenistan,Afghanistan,11,135.66666666666666,199.0
9328,Wales,Russia,-1,53.916666666666664,27.0
9329,Luxembourg,Moldova,-1,152.33333333333334,108.5
9330,Tajikistan,Hong Kong,1,170.75,139.25
9331,Thailand,Uzbekistan,4,61.75,101.5
9332,United Arab Emirates,Sri Lanka,3,93.83333333333333,139.16666666666666
9333,Afghanistan,Turkmenistan,-2,199.0,135.66666666666666
9334,Bangladesh,Tajikistan,-2,147.0,170.75
9335,Iran,Lebanon,1,0.0,115.25
9336,Syria,Turkmenistan,0,90.66666666666667,135.66666666666666
9337,Laos,Sri Lanka,0,164.25,139.16666666666666
9338,Macau,Chinese Taipei,-2,185.58333333333334,159.58333333333334
9339,Mongolia,Maldives,-1,185.08333333333334,148.66666666666666
9340,Pakistan,Kyrgyzstan,-2,163.0,0.0
9341,Singapore,Qatar,-2,100.5,72.91666666666667
9342,Sudan,Zanzibar,4,109.08333333333333,0.0
9343,Tajikistan,Bangladesh,2,170.75,147.0
9344,Uganda,Eritrea,2,104.41666666666667,157.16666666666666
9345,Kenya,Eritrea,3,76.58333333333333,157.16666666666666
9346,Rwanda,Zanzibar,0,115.66666666666667,0.0
9347,Kyrgyzstan,Pakistan,4,0.0,163.0
9348,Maldives,Mongolia,12,148.66666666666666,185.08333333333334
9349,Sri Lanka,Laos,3,139.16666666666666,164.25
9350,Hong Kong,South Korea,-2,139.25,0.0
9351,Japan,China PR,2,24.666666666666668,71.16666666666667
9352,Sudan,Rwanda,3,109.08333333333333,115.66666666666667
9353,Uganda,Kenya,0,104.41666666666667,76.58333333333333
9354,Congo,Gabon,3,104.66666666666667,119.0
9355,South Korea,China PR,1,0.0,71.16666666666667
9356,Kenya,Rwanda,0,76.58333333333333,115.66666666666667
9357,Sudan,Uganda,0,109.08333333333333,104.41666666666667
9358,Congo,Gabon,0,104.66666666666667,119.0
9359,China PR,Hong Kong,3,71.16666666666667,139.25
9360,Japan,South Korea,0,24.666666666666668,0.0
9361,Sudan,Kenya,-1,109.08333333333333,76.58333333333333
9362,Uganda,Rwanda,2,104.41666666666667,115.66666666666667
9363,Central African Republic,Gabon,2,178.66666666666666,119.0
9364,Malta,Poland,-4,128.0,30.5
9365,Bahrain,Iraq,0,95.25,56.416666666666664
9366,Kenya,Egypt,-1,76.58333333333333,38.916666666666664
9367,Botswana,Zimbabwe,-2,124.5,54.416666666666664
9368,Congo,Gabon,1,104.66666666666667,119.0
9369,Lithuania,Poland,-2,98.75,30.5
9370,United Arab Emirates,Azerbaijan,0,93.83333333333333,114.75
9371,Bahrain,Egypt,-1,95.25,38.916666666666664
9372,Iraq,Kenya,2,56.416666666666664,76.58333333333333
9373,Kuwait,Lebanon,2,77.16666666666667,115.25
9374,Saudi Arabia,Estonia,0,39.083333333333336,64.91666666666667
9375,Bahrain,Kenya,2,95.25,76.58333333333333
9376,Egypt,Iraq,2,38.916666666666664,56.416666666666664
9377,Kuwait,Lebanon,0,77.16666666666667,115.25
9378,Latvia,Kuwait,-2,73.16666666666667,77.16666666666667
9379,Oman,Estonia,3,97.33333333333333,64.91666666666667
9380,Saudi Arabia,Azerbaijan,1,39.083333333333336,114.75
9381,Qatar,Iraq,0,72.91666666666667,56.416666666666664
9382,United Arab Emirates,Kenya,0,93.83333333333333,76.58333333333333
9383,Bermuda,Barbados,-1,178.83333333333334,100.58333333333333
9384,Kuwait,Oman,0,77.16666666666667,97.33333333333333
9385,United Arab Emirates,Saudi Arabia,-2,93.83333333333333,39.083333333333336
9386,Bahamas,Haiti,-6,189.5,82.0
9387,Bahrain,Qatar,0,95.25,72.91666666666667
9388,Basque Country,Uruguay,2,0.0,25.333333333333332
9389,Andalusia,Latvia,1,0.0,73.16666666666667
9390,Yemen,Oman,0,143.66666666666666,97.33333333333333
9391,Catalonia,Ecuador,4,0.0,34.083333333333336
9392,Kuwait,United Arab Emirates,-2,77.16666666666667,93.83333333333333
9393,Saudi Arabia,Qatar,0,39.083333333333336,72.91666666666667
9394,Bahrain,Yemen,5,95.25,143.66666666666666
9395,Oman,United Arab Emirates,2,97.33333333333333,93.83333333333333
9396,Bahrain,Saudi Arabia,-1,53.75,26.25
9397,Bermuda,Barbados,-4,164.58333333333334,114.66666666666667
9398,Kuwait,Yemen,4,57.0,131.16666666666666
9399,Oman,Bahrain,-1,58.833333333333336,53.75
9400,United Arab Emirates,Qatar,0,76.5,59.083333333333336
9401,Kuwait,Saudi Arabia,0,57.0,26.25
9402,Qatar,Yemen,3,59.083333333333336,131.16666666666666
9403,Oman,Saudi Arabia,-1,58.833333333333336,26.25
9404,United Arab Emirates,Bahrain,-2,76.5,53.75
9405,Cuba,Martinique,0,75.66666666666667,0.0
