Year,team,away_goals_conceded,away_score,away_games,home_score,home_goals_conceded,home_games,hs_mean,as_mean,as_conceded_mean,hs_conceded_mean,H_AttackS,A_AttackS,H_DefenseS,A_DefenseS
2014,Mauritius,1,0,1,0.0,2.0,1.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.0,0.0,1.7391304347826089,0.6825396825396826
2014,Mexico,8,9,5,10.0,3.0,8.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.8531746031746033,1.565217391304348,0.32608695652173914,1.0920634920634922
2014,Moldova,5,4,5,8.0,9.0,7.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.7800453514739228,0.6956521739130436,1.1180124223602486,0.6825396825396826
2014,Monaco,0,2,1,0.0,0.0,0.0,1.4651162790697674,1.15,1.4651162790697674,1.15,,1.7391304347826089,,0.0
2014,Mongolia,5,2,2,4.0,0.0,1.0,1.4651162790697674,1.15,1.4651162790697674,1.15,2.7301587301587302,0.8695652173913044,0.0,1.7063492063492065
2014,Montenegro,3,0,3,4.0,1.0,4.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.6825396825396826,0.0,0.2173913043478261,0.6825396825396826
2014,Morocco,5,1,4,25.0,8.0,9.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.8959435626102292,0.2173913043478261,0.7729468599033816,0.8531746031746033
2014,Mozambique,12,7,8,7.0,6.0,6.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.7962962962962964,0.7608695652173914,0.8695652173913044,1.023809523809524
2014,Namibia,3,0,1,2.0,2.0,3.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.455026455026455,0.0,0.5797101449275363,2.047619047619048
2014,Nepal,7,0,3,0.0,0.0,0.0,1.4651162790697674,1.15,1.4651162790697674,1.15,,0.0,,1.5925925925925928
2014,Netherlands,11,12,7,19.0,6.0,10.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.2968253968253969,1.4906832298136645,0.5217391304347826,1.072562358276644
2014,New Zealand,10,4,4,0.0,0.0,1.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.0,0.8695652173913044,0.0,1.7063492063492065
2014,Nicaragua,6,0,2,0.0,2.0,1.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.0,0.0,1.7391304347826089,2.047619047619048
2014,Niger,10,4,5,4.0,4.0,4.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.6825396825396826,0.6956521739130436,0.8695652173913044,1.3650793650793651
2014,Nigeria,11,12,11,18.0,14.0,9.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.3650793650793651,0.9486166007905138,1.352657004830918,0.6825396825396826
2014,North Korea,8,8,4,2.0,2.0,2.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.6825396825396826,1.7391304347826089,0.8695652173913044,1.3650793650793651
2014,North Macedonia,8,1,4,5.0,7.0,5.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.6825396825396826,0.2173913043478261,1.2173913043478262,1.3650793650793651
2014,Northern Ireland,4,4,5,2.0,0.0,1.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.3650793650793651,0.6956521739130436,0.0,0.5460317460317461
2014,Northern Mariana Islands,9,0,2,2.0,1.0,1.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.3650793650793651,0.0,0.8695652173913044,3.0714285714285716
2014,Norway,8,8,6,3.0,8.0,6.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.3412698412698413,1.1594202898550725,1.1594202898550725,0.91005291005291
2014,Occitania,1,3,4,2.0,2.0,1.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.3650793650793651,0.6521739130434783,1.7391304347826089,0.17063492063492064
2014,Oman,7,10,9,9.0,11.0,7.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.8775510204081634,0.9661835748792271,1.3664596273291927,0.5308641975308642
2014,Padania,1,23,2,5.0,6.0,3.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.1375661375661377,10.0,1.7391304347826089,0.3412698412698413
2014,Pakistan,7,1,2,0.0,2.0,1.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.0,0.4347826086956522,1.7391304347826089,2.388888888888889
2014,Palestine,10,11,9,11.0,3.0,4.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.876984126984127,1.06280193236715,0.6521739130434783,0.7583774250440918
2014,Panama,7,2,3,4.0,0.0,2.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.3650793650793651,0.5797101449275363,0.0,1.5925925925925928
2014,Papua New Guinea,7,1,2,0.0,0.0,0.0,1.4651162790697674,1.15,1.4651162790697674,1.15,,0.4347826086956522,,2.388888888888889
2014,Paraguay,8,5,5,2.0,1.0,2.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.6825396825396826,0.8695652173913044,0.4347826086956522,1.0920634920634922
2014,Peru,7,5,5,2.0,1.0,1.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.3650793650793651,0.8695652173913044,0.8695652173913044,0.9555555555555555
2014,Philippines,12,8,8,26.0,6.0,11.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.6132756132756134,0.8695652173913044,0.4743083003952569,1.023809523809524
2014,Poland,0,15,5,6.0,4.0,4.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.023809523809524,2.608695652173913,0.8695652173913044,0.0
2014,Portugal,9,10,6,9.0,3.0,6.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.023809523809524,1.4492753623188408,0.4347826086956522,1.023809523809524
2014,Qatar,3,6,7,24.0,7.0,11.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.4891774891774892,0.7453416149068323,0.5533596837944664,0.2925170068027211
2014,Republic of Ireland,4,4,5,16.0,10.0,6.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.82010582010582,0.6956521739130436,1.4492753623188408,0.5460317460317461
2014,Romania,0,4,3,6.0,3.0,5.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.819047619047619,1.1594202898550725,0.5217391304347826,0.0
2014,Russia,6,5,6,15.0,2.0,7.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.4625850340136055,0.7246376811594204,0.2484472049689441,0.6825396825396826
2014,Rwanda,3,2,4,6.0,0.0,3.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.3650793650793651,0.4347826086956522,0.0,0.511904761904762
2014,Saint Kitts and Nevis,1,2,2,7.0,3.0,2.0,1.4651162790697674,1.15,1.4651162790697674,1.15,2.388888888888889,0.8695652173913044,1.3043478260869565,0.3412698412698413
2014,Saint Lucia,5,4,4,4.0,11.0,6.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.455026455026455,0.8695652173913044,1.5942028985507246,0.8531746031746033
2014,Saint Martin,2,4,1,0.0,0.0,0.0,1.4651162790697674,1.15,1.4651162790697674,1.15,,3.4782608695652177,,1.3650793650793651
2014,San Marino,5,0,1,0.0,9.0,4.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.0,0.0,1.956521739130435,3.412698412698413
2014,Saudi Arabia,13,3,4,14.0,7.0,9.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.0617283950617284,0.6521739130434783,0.676328502415459,2.2182539682539684
2014,Scotland,6,6,4,3.0,3.0,3.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.6825396825396826,1.3043478260869565,0.8695652173913044,1.023809523809524
2014,Senegal,6,10,7,5.0,0.0,3.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.1375661375661377,1.2422360248447206,0.0,0.5850340136054422
2014,Serbia,4,7,5,2.0,7.0,3.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.455026455026455,1.2173913043478262,2.028985507246377,0.5460317460317461
2014,Seychelles,3,0,2,4.0,2.0,2.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.3650793650793651,0.0,0.8695652173913044,1.023809523809524
2014,Sierra Leone,14,3,6,3.0,0.0,2.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.023809523809524,0.4347826086956522,0.0,1.5925925925925928
2014,Singapore,9,4,4,15.0,13.0,8.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.2797619047619049,0.8695652173913044,1.4130434782608696,1.5357142857142858
2014,Slovakia,3,9,5,7.0,2.0,4.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.1944444444444444,1.565217391304348,0.4347826086956522,0.4095238095238095
2014,Slovenia,8,3,5,1.0,1.0,2.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.3412698412698413,0.5217391304347826,0.4347826086956522,1.0920634920634922
2014,South Africa,3,8,5,9.0,11.0,8.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.7678571428571429,1.3913043478260871,1.1956521739130437,0.4095238095238095
2014,South Korea,12,5,8,8.0,11.0,7.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.7800453514739228,0.5434782608695653,1.3664596273291927,1.023809523809524
2014,South Ossetia,3,19,3,2.0,7.0,2.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.6825396825396826,5.507246376811595,3.0434782608695654,0.6825396825396826
2014,South Sudan,3,0,1,0.0,0.0,1.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.0,0.0,0.0,2.047619047619048
2014,Spain,3,10,5,12.0,9.0,7.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.1700680272108843,1.7391304347826089,1.1180124223602486,0.4095238095238095
2014,Sri Lanka,6,3,4,0.0,0.0,0.0,1.4651162790697674,1.15,1.4651162790697674,1.15,,0.6521739130434783,,1.023809523809524
2014,Sudan,10,3,4,1.0,4.0,3.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.2275132275132275,0.6521739130434783,1.1594202898550725,1.7063492063492065
2014,Suriname,0,1,2,3.0,3.0,2.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.023809523809524,0.4347826086956522,1.3043478260869565,0.0
2014,Sweden,7,7,7,5.0,3.0,4.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.8531746031746033,0.8695652173913044,0.6521739130434783,0.6825396825396826
2014,Switzerland,2,7,4,13.0,10.0,7.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.2675736961451247,1.5217391304347827,1.2422360248447206,0.3412698412698413
2014,Syria,2,3,2,0.0,0.0,0.0,1.4651162790697674,1.15,1.4651162790697674,1.15,,1.3043478260869565,,0.6825396825396826
2014,São Tomé and Príncipe,2,0,1,0.0,2.0,1.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.0,0.0,1.7391304347826089,1.3650793650793651
2014,Tajikistan,10,3,3,4.0,1.0,1.0,1.4651162790697674,1.15,1.4651162790697674,1.15,2.7301587301587302,0.8695652173913044,0.8695652173913044,2.2751322751322753
2014,Tamil Eelam,4,2,1,10.0,11.0,3.0,1.4651162790697674,1.15,1.4651162790697674,1.15,2.2751322751322753,1.7391304347826089,3.1884057971014492,2.7301587301587302
2014,Tanzania,8,5,5,8.0,6.0,5.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.0920634920634922,0.8695652173913044,1.0434782608695652,1.0920634920634922
2014,Thailand,9,7,5,15.0,6.0,7.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.4625850340136055,1.2173913043478262,0.7453416149068323,1.2285714285714286
2014,Togo,5,3,3,4.0,7.0,3.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.91005291005291,0.8695652173913044,2.028985507246377,1.1375661375661377
2014,Trinidad and Tobago,7,3,4,13.0,3.0,4.0,1.4651162790697674,1.15,1.4651162790697674,1.15,2.2182539682539684,0.6521739130434783,0.6521739130434783,1.1944444444444444
2014,Tunisia,2,3,6,5.0,2.0,3.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.1375661375661377,0.4347826086956522,0.5797101449275363,0.2275132275132275
2014,Turkey,9,12,6,6.0,8.0,4.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.023809523809524,1.7391304347826089,1.7391304347826089,1.023809523809524
2014,Turkmenistan,3,1,1,5.0,3.0,2.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.7063492063492065,0.8695652173913044,1.3043478260869565,2.047619047619048
2014,Turks and Caicos Islands,1,2,2,0.0,6.0,1.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.0,0.8695652173913044,5.217391304347826,0.3412698412698413
2014,U.S. Virgin Islands,1,0,1,1.0,2.0,1.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.6825396825396826,0.0,1.7391304347826089,0.6825396825396826
2014,Uganda,11,4,8,12.0,2.0,9.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.91005291005291,0.4347826086956522,0.1932367149758454,0.9384920634920635
2014,Ukraine,0,5,2,6.0,2.0,6.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.6825396825396826,2.173913043478261,0.2898550724637681,0.0
2014,United Arab Emirates,9,8,7,9.0,8.0,8.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.7678571428571429,0.9937888198757764,0.8695652173913044,0.8775510204081634
2014,United States,9,5,5,10.0,8.0,7.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.9750566893424036,0.8695652173913044,0.9937888198757764,1.2285714285714286
2014,Uruguay,5,11,8,7.0,7.0,4.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.1944444444444444,1.1956521739130437,1.5217391304347827,0.4265873015873016
2014,Uzbekistan,3,4,3,9.0,6.0,10.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.6142857142857143,1.1594202898550725,0.5217391304347826,0.6825396825396826
2014,Venezuela,8,5,3,0.0,0.0,0.0,1.4651162790697674,1.15,1.4651162790697674,1.15,,1.4492753623188408,,1.82010582010582
2014,Vietnam,1,2,1,26.0,13.0,9.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.9717813051146384,1.7391304347826089,1.2560386473429952,0.6825396825396826
2014,Wales,3,2,3,5.0,2.0,3.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.1375661375661377,0.5797101449275363,0.5797101449275363,0.6825396825396826
2014,Yemen,4,1,4,4.0,3.0,6.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.455026455026455,0.2173913043478261,0.4347826086956522,0.6825396825396826
2014,Zambia,6,5,4,10.0,3.0,6.0,1.4651162790697674,1.15,1.4651162790697674,1.15,1.1375661375661377,1.0869565217391306,0.4347826086956522,1.023809523809524
2014,Zimbabwe,6,10,7,4.0,3.0,6.0,1.4651162790697674,1.15,1.4651162790697674,1.15,0.455026455026455,1.2422360248447206,0.4347826086956522,0.5850340136054422
2015,Afghanistan,11,10,8,16.0,13.0,6.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.70469513490546,1.1305229936880072,1.9595731890592125,0.8789834289356279
2015,Albania,2,5,3,5.0,6.0,5.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.6392606755895475,1.5073639915840098,1.085302073940487,0.426173783726365
2015,Alderney,18,1,3,2.0,3.0,1.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.278521351179095,0.3014727983168019,2.7132551848512176,3.835564053537285
2015,Algeria,10,13,8,16.0,3.0,5.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,2.0456341618865523,1.4696798917944094,0.5426510369702435,0.7990758444869344
2015,American Samoa,10,4,3,2.0,0.0,1.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.278521351179095,1.2058911932672076,0.0,2.1308689186318253
2015,Andorra,9,0,3,2.0,12.0,5.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.25570427023581904,0.0,2.170604147880974,1.9177820267686425
2015,Angola,7,5,6,10.0,5.0,6.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.0654344593159126,0.7536819957920049,0.7536819957920049,0.7458041215211388
2015,Argentina,2,3,4,11.0,6.0,7.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.004552490212146,0.6783137962128044,0.7752157671003478,0.31963033779477373
2015,Armenia,8,1,3,2.0,6.0,3.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.426173783726365,0.3014727983168019,1.8088367899008118,1.70469513490546
2015,Aruba,1,3,3,0.0,0.0,0.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,,0.9044183949504059,,0.2130868918631825
2015,Australia,5,11,6,22.0,3.0,8.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.7579668578712557,1.6581003907424106,0.3391568981064022,0.5327172296579563
2015,Austria,3,13,4,6.0,3.0,4.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.9588910133843213,2.9393597835888188,0.6783137962128044,0.47944550669216063
2015,Azerbaijan,8,3,4,5.0,4.0,4.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.7990758444869344,0.6783137962128044,0.9044183949504059,1.278521351179095
2015,Bahamas,3,0,1,0.0,0.0,0.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,,0.0,,1.9177820267686425
2015,Bahrain,8,8,6,6.0,14.0,8.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.47944550669216063,1.2058911932672076,1.5827321911632102,0.85234756745273
2015,Bangladesh,16,3,6,7.0,18.0,9.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.49720274768075917,0.45220919747520294,1.8088367899008118,1.70469513490546
2015,Barbados,0,4,1,1.0,7.0,3.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.2130868918631825,3.6176735798016235,2.1103095882176137,0.0
2015,Basque Country,0,1,1,0.0,0.0,0.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,,0.9044183949504059,,0.0
2015,Belarus,8,6,4,2.0,1.0,4.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.31963033779477373,1.3566275924256088,0.22610459873760147,1.278521351179095
2015,Belgium,5,10,5,14.0,3.0,4.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,2.2374123645634163,1.8088367899008118,0.6783137962128044,0.6392606755895475
2015,Belize,1,2,1,0.0,0.0,0.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,,1.8088367899008118,,0.6392606755895475
2015,Benin,5,2,3,2.0,1.0,1.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.278521351179095,0.6029455966336038,0.9044183949504059,1.0654344593159126
2015,Bhutan,39,2,6,5.0,21.0,7.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.45661476827824826,0.3014727983168019,2.7132551848512176,4.155194391332059
2015,Bolivia,11,4,5,5.0,5.0,3.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.0654344593159126,0.7235347159603247,1.5073639915840098,1.4063734862970048
2015,Bonaire,7,1,2,0.0,0.0,0.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,,0.45220919747520294,,2.2374123645634163
2015,Bosnia and Herzegovina,8,8,5,9.0,2.0,4.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.438336520076482,1.4470694319206494,0.45220919747520294,1.0228170809432762
2015,Botswana,6,3,6,12.0,11.0,8.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.9588910133843213,0.45220919747520294,1.243575293056808,0.6392606755895475
2015,Brazil,4,5,4,15.0,5.0,9.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.0654344593159126,1.1305229936880072,0.5024546638613366,0.6392606755895475
2015,British Virgin Islands,1,0,2,0.0,0.0,0.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,,0.0,,0.31963033779477373
2015,Brunei,11,2,2,0.0,2.0,1.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.0,0.9044183949504059,1.8088367899008118,3.5159337157425115
2015,Bulgaria,8,1,4,4.0,3.0,3.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.85234756745273,0.22610459873760147,0.9044183949504059,1.278521351179095
2015,Burkina Faso,8,4,9,12.0,10.0,7.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.0958754438677958,0.40196373108906924,1.2920262785005798,0.5682317116351533
2015,Burma,24,3,7,7.0,6.0,5.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.8949649458253665,0.3876078835501739,1.085302073940487,2.1917508877355916
2015,Burundi,14,7,8,5.0,3.0,3.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.0654344593159126,0.7913660955816051,0.9044183949504059,1.1187061822817082
2015,Cambodia,11,3,5,13.0,15.0,9.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.9233765314071242,0.5426510369702435,1.5073639915840098,1.4063734862970048
2015,Cameroon,9,13,8,4.0,4.0,7.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.3652918146225986,1.4696798917944094,0.5168105114002319,0.719168260038241
2015,Canada,1,0,2,3.0,3.0,4.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.47944550669216063,0.0,0.6783137962128044,0.31963033779477373
2015,Cape Verde,3,5,4,12.0,3.0,5.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.534225621414914,1.1305229936880072,0.5426510369702435,0.47944550669216063
2015,Cayman Islands,6,0,1,0.0,0.0,0.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,,0.0,,3.835564053537285
2015,Central African Republic,9,2,3,2.0,0.0,1.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.278521351179095,0.6029455966336038,0.0,1.9177820267686425
2015,Chad,10,3,5,3.0,5.0,3.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.6392606755895475,0.5426510369702435,1.5073639915840098,1.278521351179095
2015,Chile,7,4,3,22.0,11.0,11.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.278521351179095,1.2058911932672076,0.9044183949504059,1.4916082430422777
2015,China PR,3,7,5,29.0,9.0,11.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.6853235992815343,1.266185752930568,0.7399786867776048,0.3835564053537285
2015,Chinese Taipei,9,5,3,0.0,0.0,0.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,,1.5073639915840098,,1.9177820267686425
2015,Colombia,5,11,6,3.0,2.0,5.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.3835564053537285,1.6581003907424106,0.36176735798016235,0.5327172296579563
2015,Comoros,7,1,4,0.0,1.0,3.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.0,0.22610459873760147,0.3014727983168019,1.1187061822817082
2015,Congo,9,12,6,11.0,12.0,7.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.004552490212146,1.8088367899008118,1.5504315342006956,0.9588910133843213
2015,Cook Islands,2,3,2,1.0,0.0,1.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.6392606755895475,1.3566275924256088,0.0,0.6392606755895475
2015,Costa Rica,8,4,6,4.0,4.0,4.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.6392606755895475,0.6029455966336038,0.9044183949504059,0.85234756745273
2015,County of Nice,3,7,2,4.0,5.0,2.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.278521351179095,3.1654643823264204,2.2610459873760145,0.9588910133843213
2015,Croatia,3,4,4,13.0,2.0,4.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,2.0775971956660295,0.9044183949504059,0.45220919747520294,0.47944550669216063
2015,Cuba,25,4,10,1.0,1.0,1.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.6392606755895475,0.36176735798016235,0.9044183949504059,1.5981516889738687
2015,Curaçao,4,3,3,7.0,3.0,6.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.7458041215211388,0.9044183949504059,0.45220919747520294,0.85234756745273
2015,Cyprus,7,5,3,2.0,5.0,3.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.426173783726365,1.5073639915840098,1.5073639915840098,1.4916082430422777
2015,Czech Republic,9,7,5,7.0,5.0,4.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.1187061822817082,1.266185752930568,1.1305229936880072,1.1506692160611856
2015,DR Congo,13,14,12,11.0,6.0,6.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.1719779052475037,1.0551547941088069,0.9044183949504059,0.6925323985553431
2015,Denmark,5,1,4,10.0,7.0,6.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.0654344593159126,0.22610459873760147,1.0551547941088069,0.7990758444869344
2015,Djibouti,15,2,4,1.0,14.0,4.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.15981516889738687,0.45220919747520294,3.1654643823264204,2.397227533460803
2015,Dominica,2,2,2,0.0,0.0,1.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.0,0.9044183949504059,0.0,0.6392606755895475
2015,East Timor,21,0,4,0.0,22.0,5.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.0,0.0,3.979440937781786,3.3561185468451247
2015,Ecuador,5,8,5,12.0,4.0,5.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.534225621414914,1.4470694319206494,0.7235347159603247,0.6392606755895475
2015,Egypt,2,5,2,14.0,1.0,5.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.789929891650733,2.2610459873760145,0.18088367899008118,0.6392606755895475
2015,El Salvador,2,2,3,2.0,3.0,4.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.31963033779477373,0.6029455966336038,0.6783137962128044,0.426173783726365
2015,Ellan Vannin,5,4,3,1.0,1.0,1.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.6392606755895475,1.2058911932672076,0.9044183949504059,1.0654344593159126
2015,England,5,13,6,10.0,0.0,4.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.5981516889738687,1.9595731890592125,0.0,0.5327172296579563
2015,Equatorial Guinea,8,2,6,7.0,6.0,8.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.5593530911408541,0.3014727983168019,0.6783137962128044,0.85234756745273
2015,Eritrea,3,1,1,0.0,2.0,1.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.0,0.9044183949504059,1.8088367899008118,1.9177820267686425
2015,Estonia,6,2,4,10.0,2.0,6.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,1.0654344593159126,0.45220919747520294,0.3014727983168019,0.9588910133843213
2015,Eswatini,11,13,8,7.0,8.0,5.0,1.5643070787637088,1.1056829511465602,1.5643070787637088,1.1056829511465602,0.8949649458253665,1.4696798917944094,1.4470694319206494,0.8789834289356279
