home_team,away_team,home_goals,away_goals,Ranking_home_team,Ranking_away_team,Total_Score_home_team,Total_Score_away_team,Total_count_home_team,Total_count_away_team,Year,tournament,HomeTeamRank_Difference,AwayTeamRank_Difference
Rwanda,Uganda,2,1,131.6363636,113.5454545,322.2727273,380.6363636,5,6,2002,CECAFA Cup,18.09090909,-18.09090909
Tanzania,Kenya,2,3,150.7272727,97.72727273,240,436.8181818,3,3,2002,CECAFA Cup,53,-53
Ghana,Nigeria,0,1,57.54545455,30,542.9090909,637.2727273,4,8,2002,Friendly,27.54545455,-27.54545455
Indonesia,Burma,0,0,96.36363636,0,435,0,3,0,2002,AFF Championship,96.36363636,-96.36363636
Vietnam,Cambodia,9,2,110,172.5454545,402.4545455,168.2727273,2,4,2002,AFF Championship,-62.54545455,62.54545455
Palestine,Jordan,1,1,148.5454545,93.54545455,242.0909091,448,3,4,2002,UAFA Cup,55,-55
United Arab Emirates,Egypt,1,2,67.72727273,41.09090909,518.1818182,596.3636364,12,9,2002,Friendly,26.63636364,-26.63636364
Indonesia,Cambodia,4,2,96.36363636,172.5454545,435,168.2727273,3,4,2002,AFF Championship,-76.18181818,76.18181818
Philippines,Burma,1,6,177,0,139.1818182,0,1,0,2002,AFF Championship,177,-177
Saudi Arabia,Bahrain,2,1,35.81818182,106.4545455,621.4545455,408.3636364,17,12,2002,UAFA Cup,-70.63636364,70.63636364
Yemen,Syria,0,4,141.0909091,92.18181818,287.5454545,448.7272727,3,8,2002,UAFA Cup,48.90909091,-48.90909091
Kuwait,Sudan,1,0,78.54545455,115.6363636,492.0909091,375.3636364,10,7,2002,UAFA Cup,-37.09090909,37.09090909
Singapore,Malaysia,0,4,115.7272727,116.3636364,376.6363636,371.6363636,7,8,2002,AFF Championship,-0.636363636,0.636363636
Thailand,Laos,5,1,64.09090909,164.9090909,526.5454545,188.0909091,16,5,2002,AFF Championship,-100.8181818,100.8181818
Bahrain,Syria,2,0,106.4545455,92.18181818,408.3636364,448.7272727,12,8,2002,UAFA Cup,14.27272727,-14.27272727
Burma,Cambodia,5,0,0,172.5454545,0,168.2727273,0,4,2002,AFF Championship,-172.5454545,172.5454545
Saudi Arabia,Lebanon,1,0,35.81818182,100.8181818,621.4545455,424.5454545,17,3,2002,UAFA Cup,-65,65
Vietnam,Philippines,4,1,110,177,402.4545455,139.1818182,2,6,2002,AFF Championship,-67,67
Jordan,Sudan,2,1,93.54545455,115.6363636,448,375.3636364,7,7,2002,UAFA Cup,-22.09090909,22.09090909
Singapore,Laos,2,1,115.7272727,164.9090909,376.6363636,188.0909091,7,5,2002,AFF Championship,-49.18181818,49.18181818
Thailand,Malaysia,1,3,64.09090909,116.3636364,526.5454545,371.6363636,16,8,2002,AFF Championship,-52.27272727,52.27272727
Bahrain,Yemen,3,1,106.4545455,141.0909091,408.3636364,287.5454545,12,3,2002,UAFA Cup,-34.63636364,34.63636364
Cambodia,Philippines,1,0,172.5454545,177,168.2727273,139.1818182,3,6,2002,AFF Championship,-4.454545455,4.454545455
Indonesia,Vietnam,2,2,96.36363636,110,435,402.4545455,3,4,2002,AFF Championship,-13.63636364,13.63636364
Syria,Lebanon,4,1,92.18181818,100.8181818,448.7272727,424.5454545,5,3,2002,UAFA Cup,-8.636363636,8.636363636
Egypt,Ghana,0,0,41.09090909,57.54545455,596.3636364,542.9090909,11,9,2002,Friendly,-16.45454545,16.45454545
Malaysia,Laos,1,1,116.3636364,164.9090909,371.6363636,188.0909091,4,5,2002,AFF Championship,-48.54545455,48.54545455
Singapore,Thailand,1,1,115.7272727,64.09090909,376.6363636,526.5454545,7,7,2002,AFF Championship,51.63636364,-51.63636364
Burma,Vietnam,2,4,0,110,0,402.4545455,0,4,2002,AFF Championship,-110,110
Indonesia,Philippines,13,1,96.36363636,177,435,139.1818182,3,6,2002,AFF Championship,-80.63636364,80.63636364
Kuwait,Jordan,1,2,78.54545455,93.54545455,492.0909091,448,10,4,2002,UAFA Cup,-15,15
Sudan,Palestine,2,2,115.6363636,148.5454545,375.3636364,242.0909091,5,3,2002,UAFA Cup,-32.90909091,32.90909091
Lebanon,Yemen,4,2,100.8181818,141.0909091,424.5454545,287.5454545,7,3,2002,UAFA Cup,-40.27272727,40.27272727
Syria,Saudi Arabia,0,3,92.18181818,35.81818182,448.7272727,621.4545455,5,7,2002,UAFA Cup,56.36363636,-56.36363636
Kuwait,Palestine,3,3,78.54545455,148.5454545,492.0909091,242.0909091,10,3,2002,UAFA Cup,-70,70
Lebanon,Bahrain,0,0,100.8181818,106.4545455,424.5454545,408.3636364,7,12,2002,UAFA Cup,-5.636363636,5.636363636
Yemen,Saudi Arabia,2,2,141.0909091,35.81818182,287.5454545,621.4545455,3,7,2002,UAFA Cup,105.2727273,-105.2727273
Indonesia,Malaysia,1,0,96.36363636,116.3636364,435,371.6363636,3,8,2002,AFF Championship,-20,20
Niger,Burkina Faso,1,1,190.0909091,77.09090909,82.09090909,495.1818182,0,9,2002,Friendly,113,-113
Vietnam,Thailand,0,4,110,64.09090909,402.4545455,526.5454545,2,7,2002,AFF Championship,45.90909091,-45.90909091
Andalusia,Chile,3,2,0,53.45454545,0,555.9090909,2,10,2002,Friendly,-53.45454545,53.45454545
Jordan,Bahrain,1,2,93.54545455,106.4545455,448,408.3636364,7,12,2002,UAFA Cup,-12.90909091,12.90909091
Basque Country,North Macedonia,1,1,0,89.18181818,0,458.6363636,1,7,2002,Friendly,-89.18181818,89.18181818
Catalonia,China PR,2,0,0,55.54545455,0,544.8181818,1,10,2002,Friendly,-55.54545455,55.54545455
Indonesia,Thailand,2,2,96.36363636,64.09090909,435,526.5454545,3,7,2002,AFF Championship,32.27272727,-32.27272727
Niger,Mali,2,2,190.0909091,86.09090909,82.09090909,469,0,3,2002,Friendly,104,-104
Vietnam,Malaysia,2,1,110,116.3636364,402.4545455,371.6363636,2,8,2002,AFF Championship,-6.363636364,6.363636364
Saudi Arabia,Bahrain,1,0,35.81818182,106.4545455,621.4545455,408.3636364,17,12,2002,UAFA Cup,-70.63636364,70.63636364
India,Pakistan,0,1,127.75,163,349.6666667,204.5833333,2,4,2003,SAFF Cup,-35.25,35.25
Sri Lanka,Afghanistan,1,0,139.1666667,199,304.4166667,42.83333333,9,0,2003,SAFF Cup,-59.83333333,59.83333333
Bangladesh,Nepal,1,0,147,163.0833333,275,207.0833333,0,0,2003,SAFF Cup,-16.08333333,16.08333333
Maldives,Bhutan,6,0,148.6666667,193.5833333,268.4166667,76.25,0,0,2003,SAFF Cup,-44.91666667,44.91666667
Afghanistan,India,0,4,199,127.75,42.83333333,349.6666667,0,0,2003,SAFF Cup,71.25,-71.25
Barbados,Jamaica,1,0,100.5833333,47.91666667,428.1666667,567.25,4,9,2003,Friendly,52.66666667,-52.66666667
Pakistan,Sri Lanka,2,1,163,139.1666667,204.5833333,304.4166667,0,0,2003,SAFF Cup,23.83333333,-23.83333333
Bangladesh,Maldives,1,0,147,148.6666667,275,268.4166667,0,3,2003,SAFF Cup,-1.666666667,1.666666667
Nepal,Bhutan,2,0,163.0833333,193.5833333,207.0833333,76.25,0,0,2003,SAFF Cup,-30.5,30.5
Afghanistan,Pakistan,0,1,199,163,42.83333333,204.5833333,0,4,2003,SAFF Cup,36,-36
India,Sri Lanka,1,1,127.75,139.1666667,349.6666667,304.4166667,2,0,2003,SAFF Cup,-11.41666667,11.41666667
Bangladesh,Bhutan,3,0,147,193.5833333,275,76.25,0,0,2003,SAFF Cup,-46.58333333,46.58333333
Nepal,Maldives,2,3,163.0833333,148.6666667,207.0833333,268.4166667,0,3,2003,SAFF Cup,14.41666667,-14.41666667
El Salvador,Guatemala,0,0,88.66666667,67.75,464.6666667,517.6666667,1,4,2003,Friendly,20.91666667,-20.91666667
Bangladesh,India,2,1,147,127.75,275,349.6666667,0,0,2003,SAFF Cup,19.25,-19.25
Pakistan,Maldives,0,1,163,148.6666667,204.5833333,268.4166667,0,3,2003,SAFF Cup,14.33333333,-14.33333333
United States,Canada,4,0,0,77.58333333,0,490.0833333,12,4,2003,Friendly,-77.58333333,77.58333333
El Salvador,Guatemala,0,0,88.66666667,67.75,464.6666667,517.6666667,1,4,2003,Friendly,20.91666667,-20.91666667
Bangladesh,Maldives,1,1,147,148.6666667,275,268.4166667,0,3,2003,SAFF Cup,-1.666666667,1.666666667
Pakistan,India,1,2,163,127.75,204.5833333,349.6666667,0,0,2003,SAFF Cup,35.25,-35.25
Uganda,Algeria,0,1,104.4166667,66.25,418.9166667,521.75,5,4,2003,Friendly,38.16666667,-38.16666667
Barbados,Finland,0,0,100.5833333,42.83333333,428.1666667,591.6666667,4,5,2003,Friendly,57.75,-57.75
Ghana,Benin,3,0,69.83333333,130.5833333,511.4166667,340.25,3,2,2003,Friendly,-60.75,60.75
United Arab Emirates,Norway,1,1,93.83333333,27.83333333,448.5,637.9166667,4,4,2003,Friendly,66,-66
Oman,Norway,1,2,97.33333333,27.83333333,439.9166667,637.9166667,2,4,2003,Friendly,69.5,-69.5
Cyprus,Greece,1,2,87.41666667,36.91666667,468.6666667,606.5833333,4,2,2003,Friendly,50.5,-50.5
Trinidad and Tobago,Finland,1,2,55.66666667,42.83333333,546.25,591.6666667,3,5,2003,Friendly,12.83333333,-12.83333333
Honduras,Argentina,1,3,41.5,4.75,591.6666667,751.4166667,1,4,2003,Friendly,36.75,-36.75
Mexico,Argentina,0,1,7.416666667,4.75,734.1666667,751.4166667,10,4,2003,Friendly,2.666666667,-2.666666667
Uruguay,Iran,1,1,25.33333333,0,643.5833333,0,2,5,2003,Lunar New Year Cup,25.33333333,-25.33333333
United States,Argentina,0,1,0,4.75,0,751.4166667,12,4,2003,Friendly,-4.75,4.75
Croatia,North Macedonia,2,2,25.91666667,89.58333333,643.0833333,464.1666667,6,7,2003,Friendly,-63.66666667,63.66666667
Ecuador,Estonia,1,0,34.08333333,64.91666667,621.5833333,524.25,7,4,2003,Friendly,-30.83333333,30.83333333
Panama,El Salvador,1,2,123.4166667,88.66666667,364.3333333,464.6666667,0,3,2003,UNCAF Cup,34.75,-34.75
Cameroon,Ivory Coast,0,3,15.08333333,0,694.8333333,0,7,3,2003,Friendly,15.08333333,-15.08333333
Costa Rica,El Salvador,1,0,18.75,88.66666667,671.0833333,464.6666667,7,3,2003,UNCAF Cup,-69.91666667,69.91666667
Honduras,Nicaragua,2,0,41.5,174,591.6666667,162.0833333,1,2,2003,UNCAF Cup,-132.5,132.5
Albania,Vietnam,5,0,91.25,95.83333333,456.75,444.25,4,6,2003,Friendly,-4.583333333,4.583333333
Algeria,Belgium,1,3,66.25,16.41666667,521.75,684.1666667,5,7,2003,Friendly,49.83333333,-49.83333333
Barbados,Martinique,3,3,100.5833333,0,428.1666667,0,4,4,2003,Friendly,100.5833333,-100.5833333
Bulgaria,Hungary,1,0,38.16666667,57.08333333,606.4166667,541.6666667,4,5,2003,Friendly,-18.91666667,18.91666667
China PR,Brazil,0,0,71.16666667,1,508.9166667,849.1666667,6,8,2003,Friendly,70.16666667,-70.16666667
Croatia,Poland,0,0,25.91666667,30.5,643.0833333,630.4166667,6,6,2003,Friendly,-4.583333333,4.583333333
Cyprus,Russia,0,1,87.41666667,27,468.6666667,639.9166667,4,5,2003,Cyprus International Tournament,60.41666667,-60.41666667
Ecuador,Estonia,2,1,34.08333333,64.91666667,621.5833333,524.25,7,4,2003,Friendly,-30.83333333,30.83333333
Egypt,Denmark,1,4,38.91666667,12.41666667,603.75,709.8333333,11,5,2003,Friendly,26.5,-26.5
England,Australia,1,3,7.75,59.66666667,735.25,542.5833333,6,1,2003,Friendly,-51.91666667,51.91666667
France,Czech Republic,0,2,2.166666667,11.66666667,807.25,713.1666667,8,4,2003,Friendly,-9.5,9.5
Georgia,Moldova,2,2,89.33333333,108.5,464.25,408.25,1,5,2003,Friendly,-19.16666667,19.16666667
Greece,Norway,1,0,36.91666667,27.83333333,606.5833333,637.9166667,6,4,2003,Friendly,9.083333333,-9.083333333
Guinea,Mali,0,1,113.3333333,68.41666667,394.8333333,511.8333333,1,4,2003,Friendly,44.91666667,-44.91666667
Israel,Armenia,2,0,44.58333333,109.75,579.5,406.0833333,0,2,2003,Friendly,-65.16666667,65.16666667
Italy,Portugal,1,0,11.83333333,14.75,716,694.25,7,6,2003,Friendly,-2.916666667,2.916666667
Jamaica,United States,1,2,47.91666667,0,567.25,0,2,7,2003,Friendly,47.91666667,-47.91666667
Latvia,Lithuania,2,1,73.16666667,98.75,501.1666667,435.1666667,4,3,2003,Friendly,-25.58333333,25.58333333
Libya,Canada,2,4,91.5,77.58333333,455.5833333,490.0833333,2,4,2003,Friendly,13.91666667,-13.91666667
Malta,Kazakhstan,2,2,128,126.6666667,348.5833333,356,7,1,2003,Friendly,1.333333333,-1.333333333
Mexico,Colombia,0,0,7.416666667,33.08333333,734.1666667,622.5833333,10,4,2003,Friendly,-25.66666667,25.66666667
Morocco,Senegal,1,0,36.41666667,29.16666667,615.0833333,632.6666667,5,9,2003,Friendly,7.25,-7.25
Netherlands,Argentina,1,0,5.333333333,4.75,748.3333333,751.4166667,3,4,2003,Friendly,0.583333333,-0.583333333
Northern Ireland,Finland,0,1,111.9166667,42.83333333,400.9166667,591.6666667,4,5,2003,Friendly,69.08333333,-69.08333333
Romania,Slovakia,2,1,23.5,53.83333333,650.1666667,545.75,4,6,2003,Cyprus International Tournament,-30.33333333,30.33333333
Scotland,Republic of Ireland,0,2,58.41666667,14.33333333,535.3333333,703.1666667,4,6,2003,Friendly,44.08333333,-44.08333333
Serbia,Azerbaijan,2,2,0,114.75,0,392.1666667,2,5,2003,UEFA Euro qualification,-114.75,114.75
Slovenia,Switzerland,1,5,32.41666667,42.16666667,623.9166667,591,5,4,2003,Friendly,-9.75,9.75
Spain,Germany,3,1,2.75,6.916666667,775.3333333,745.9166667,7,6,2003,Friendly,-4.166666667,4.166666667
Tunisia,Sweden,1,0,43,20.16666667,585.3333333,664.5833333,6,7,2003,Friendly,22.83333333,-22.83333333
Turkey,Ukraine,0,0,7.416666667,48.41666667,735.4166667,568.75,6,6,2003,Friendly,-41,41
Wales,Bosnia and Herzegovina,2,2,53.91666667,71.91666667,550.1666667,505.0833333,4,2,2003,Friendly,-18,18
Costa Rica,Guatemala,1,1,18.75,67.75,671.0833333,517.6666667,7,4,2003,UNCAF Cup,-49,49
Cyprus,Slovakia,1,3,87.41666667,53.83333333,468.6666667,545.75,4,6,2003,Cyprus International Tournament,33.58333333,-33.58333333
El Salvador,Nicaragua,3,0,88.66666667,174,464.6666667,162.0833333,1,2,2003,UNCAF Cup,-85.33333333,85.33333333
North Macedonia,Poland,0,3,89.58333333,30.5,464.1666667,630.4166667,4,6,2003,Friendly,59.08333333,-59.08333333
Benin,Ghana,1,0,130.5833333,69.83333333,340.25,511.4166667,1,9,2003,Friendly,60.75,-60.75
Costa Rica,Nicaragua,1,0,18.75,174,671.0833333,162.0833333,7,2,2003,UNCAF Cup,-155.25,155.25
Honduras,El Salvador,0,1,41.5,88.66666667,591.6666667,464.6666667,1,3,2003,UNCAF Cup,-47.16666667,47.16666667
China PR,Estonia,1,0,71.16666667,64.91666667,508.9166667,524.25,6,4,2003,Friendly,6.25,-6.25
Gambia,Nigeria,0,1,140.5,30.66666667,300.5833333,628.4166667,3,13,2003,Friendly,109.8333333,-109.8333333
Panama,Guatemala,2,0,123.4166667,67.75,364.3333333,517.6666667,0,4,2003,UNCAF Cup,55.66666667,-55.66666667
Qatar,Sweden,2,3,72.91666667,20.16666667,504.5,664.5833333,6,7,2003,King's Cup,52.75,-52.75
Thailand,North Korea,2,2,61.75,0,531.8333333,0,7,4,2003,King's Cup,61.75,-61.75
Guatemala,Nicaragua,5,0,67.75,174,517.6666667,162.0833333,1,2,2003,UNCAF Cup,-106.25,106.25
North Korea,Sweden,1,1,0,20.16666667,0,664.5833333,2,7,2003,King's Cup,-20.16666667,20.16666667
Panama,Honduras,1,1,123.4166667,41.5,364.3333333,591.6666667,0,3,2003,UNCAF Cup,81.91666667,-81.91666667
Thailand,Qatar,1,1,61.75,72.91666667,531.8333333,504.5,7,6,2003,King's Cup,-11.16666667,11.16666667
Costa Rica,Honduras,1,0,18.75,41.5,671.0833333,591.6666667,7,3,2003,UNCAF Cup,-22.75,22.75
El Salvador,Guatemala,0,2,88.66666667,67.75,464.6666667,517.6666667,1,4,2003,UNCAF Cup,20.91666667,-20.91666667
North Korea,Qatar,2,2,0,72.91666667,0,504.5,2,6,2003,King's Cup,-72.91666667,72.91666667
Thailand,Sweden,1,4,61.75,20.16666667,531.8333333,664.5833333,7,7,2003,King's Cup,41.58333333,-41.58333333
Panama,Nicaragua,0,1,123.4166667,174,364.3333333,162.0833333,0,2,2003,UNCAF Cup,-50.58333333,50.58333333
Hong Kong,Chinese Taipei,2,0,139.25,159.5833333,300.3333333,218.8333333,0,2,2003,EAFF Championship,-20.33333333,20.33333333
North Korea,Sweden,0,4,0,20.16666667,0,664.5833333,2,7,2003,King's Cup,-20.16666667,20.16666667
Macau,Mongolia,2,0,185.5833333,185.0833333,118.4166667,122.3333333,0,0,2003,EAFF Championship,0.5,-0.5
Madagascar,Mauritius,2,1,108.3333333,128.5,409.4166667,346.3333333,0,2,2003,COSAFA Cup,-20.16666667,20.16666667
Malawi,DR Congo,1,1,101.25,0,425.8333333,0,9,5,2003,Friendly,101.25,-101.25
Thailand,Qatar,3,1,61.75,72.91666667,531.8333333,504.5,7,6,2003,King's Cup,-11.16666667,11.16666667
Guatemala,Honduras,2,1,67.75,41.5,517.6666667,591.6666667,1,3,2003,UNCAF Cup,26.25,-26.25
Malawi,DR Congo,2,3,101.25,0,425.8333333,0,9,5,2003,Friendly,101.25,-101.25
Panama,Costa Rica,0,1,123.4166667,18.75,364.3333333,671.0833333,0,7,2003,UNCAF Cup,104.6666667,-104.6666667
Peru,Haiti,5,1,76.08333333,82,496.9166667,479.75,0,3,2003,Friendly,-5.916666667,5.916666667
Hong Kong,Macau,3,0,139.25,185.5833333,300.3333333,118.4166667,0,0,2003,EAFF Championship,-46.33333333,46.33333333
Mongolia,Guam,2,0,185.0833333,200.8333333,122.3333333,20.16666667,0,0,2003,EAFF Championship,-15.75,15.75
Guam,Macau,0,2,200.8333333,185.5833333,20.16666667,118.4166667,0,0,2003,EAFF Championship,15.25,-15.25
Guam,Chinese Taipei,0,7,200.8333333,159.5833333,20.16666667,218.8333333,0,2,2003,EAFF Championship,41.25,-41.25
Hong Kong,Mongolia,10,0,139.25,185.0833333,300.3333333,122.3333333,0,0,2003,EAFF Championship,-45.83333333,45.83333333
Hong Kong,Guam,11,0,139.25,200.8333333,300.3333333,20.16666667,0,0,2003,EAFF Championship,-61.58333333,61.58333333
Macau,Chinese Taipei,1,2,185.5833333,159.5833333,118.4166667,218.8333333,0,2,2003,EAFF Championship,26,-26
Singapore,Maldives,4,1,100.5,148.6666667,430,268.4166667,8,3,2003,Friendly,-48.16666667,48.16666667
Sudan,DR Congo,1,3,109.0833333,0,408.25,0,7,5,2003,Friendly,109.0833333,-109.0833333
Israel,Moldova,0,0,44.58333333,108.5,579.5,408.25,0,5,2003,Friendly,-63.91666667,63.91666667
Benin,Niger,1,1,130.5833333,173.4166667,340.25,164.75,1,1,2003,Friendly,-42.83333333,42.83333333
Botswana,Lesotho,0,1,124.5,124.75,359.1666667,358.9166667,6,5,2003,Friendly,-0.25,0.25
DR Congo,Congo,3,0,0,104.6666667,0,418.75,3,1,2003,Friendly,-104.6666667,104.6666667
Cuba,Jamaica,0,0,62.75,47.91666667,525.5833333,567.25,2,9,2003,Friendly,14.83333333,-14.83333333
Tanzania,Uganda,0,0,156.5,104.4166667,227.3333333,418.9166667,11,11,2003,Friendly,52.08333333,-52.08333333
Cuba,Jamaica,1,0,62.75,47.91666667,525.5833333,567.25,2,9,2003,Friendly,14.83333333,-14.83333333
Martinique,French Guiana,2,1,0,0,0,0,7,0,2003,Friendly,0,0
Guadeloupe,French Guiana,2,2,0,0,0,0,1,0,2003,Friendly,0,0
Kenya,Uganda,2,2,76.58333333,104.4166667,495.9166667,418.9166667,7,11,2003,Friendly,-27.83333333,27.83333333
Rwanda,Burundi,4,2,115.6666667,138.25,387.5833333,307.75,4,3,2003,Friendly,-22.58333333,22.58333333
Kyrgyzstan,Afghanistan,1,2,0,199,0,42.83333333,0,0,2003,AFC Asian Cup qualification,-199,199
Lesotho,DR Congo,2,2,124.75,0,358.9166667,0,2,5,2003,Friendly,124.75,-124.75
Zimbabwe,Malawi,0,0,54.41666667,101.25,544.3333333,425.8333333,4,1,2003,Friendly,-46.83333333,46.83333333
Nepal,Afghanistan,4,0,163.0833333,199,207.0833333,42.83333333,0,0,2003,AFC Asian Cup qualification,-35.91666667,35.91666667
Egypt,Qatar,6,0,38.91666667,72.91666667,603.75,504.5,11,6,2003,Friendly,-34,34
Mexico,Bolivia,2,0,7.416666667,101.6666667,734.1666667,427.6666667,10,5,2003,Friendly,-94.25,94.25
Eswatini,Lesotho,1,0,0,124.75,0,358.9166667,8,5,2003,Friendly,-124.75,124.75
Nepal,Kyrgyzstan,0,2,163.0833333,0,207.0833333,0,0,0,2003,AFC Asian Cup qualification,163.0833333,-163.0833333
Macau,Pakistan,0,3,185.5833333,163,118.4166667,204.5833333,0,4,2003,AFC Asian Cup qualification,22.58333333,-22.58333333
Maldives,Brunei,1,1,148.6666667,0,268.4166667,0,0,0,2003,AFC Asian Cup qualification,148.6666667,-148.6666667
Sri Lanka,East Timor,3,2,139.1666667,0,304.4166667,0,9,0,2003,AFC Asian Cup qualification,139.1666667,-139.1666667
Mozambique,Lesotho,0,0,129.5,124.75,343.5833333,358.9166667,2,5,2003,COSAFA Cup,4.75,-4.75
Rwanda,Zambia,1,1,115.6666667,68.08333333,387.5833333,515.4166667,4,8,2003,Friendly,47.58333333,-47.58333333
Benin,Equatorial Guinea,2,1,130.5833333,180.5,340.25,139.9166667,1,1,2003,Friendly,-49.91666667,49.91666667
Burma,Brunei,5,0,0,0,0,0,4,0,2003,AFC Asian Cup qualification,0,0
Jamaica,Barbados,2,1,47.91666667,100.5833333,567.25,428.1666667,2,2,2003,Friendly,-52.66666667,52.66666667
Kenya,Tanzania,4,0,76.58333333,156.5,495.9166667,227.3333333,7,3,2003,Friendly,-79.91666667,79.91666667
Singapore,Macau,2,0,100.5,185.5833333,430,118.4166667,8,0,2003,AFC Asian Cup qualification,-85.08333333,85.08333333
North Korea,India,2,0,0,127.75,0,349.6666667,2,0,2003,AFC Asian Cup qualification,-127.75,127.75
Rwanda,Zambia,0,3,115.6666667,68.08333333,387.5833333,515.4166667,4,8,2003,Friendly,47.58333333,-47.58333333
Hong Kong,Laos,5,1,139.25,164.25,300.3333333,203.5833333,0,3,2003,AFC Asian Cup qualification,-25,25
Maldives,Burma,0,2,148.6666667,0,268.4166667,0,0,2,2003,AFC Asian Cup qualification,148.6666667,-148.6666667
Singapore,Pakistan,3,0,100.5,163,430,204.5833333,8,4,2003,AFC Asian Cup qualification,-62.5,62.5
Sri Lanka,Chinese Taipei,2,1,139.1666667,159.5833333,304.4166667,218.8333333,9,2,2003,AFC Asian Cup qualification,-20.41666667,20.41666667
Austria,Greece,2,2,58.25,36.91666667,536.4166667,606.5833333,5,2,2003,Friendly,21.33333333,-21.33333333
Burundi,Burkina Faso,0,0,138.25,74.5,307.75,501.3333333,1,4,2003,Friendly,63.75,-63.75
Guadeloupe,Cuba,2,3,0,62.75,0,525.5833333,1,5,2003,Gold Cup qualification,-62.75,62.75
Haiti,Martinique,2,1,82,0,479.75,0,3,4,2003,Gold Cup qualification,82,-82
Jamaica,Saint Lucia,5,0,47.91666667,0,567.25,0,2,5,2003,Gold Cup qualification,47.91666667,-47.91666667
